"年会費教えて","《入会金》
正会員
10,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員	
3,000円

グランミューズ会員
1,000円


《年会費》
正会員
12,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員
6,000円

グランミューズ会員
3,600円"
"年会費は","《入会金》
正会員
10,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員	
3,000円

グランミューズ会員
1,000円


《年会費》
正会員
12,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員
6,000円

グランミューズ会員
3,600円"
"入会金教えて","《入会金》
正会員
10,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員	
3,000円

グランミューズ会員
1,000円


《年会費》
正会員
12,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員
6,000円

グランミューズ会員
3,600円"
"入会金は","《入会金》
正会員
10,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員	
3,000円

グランミューズ会員
1,000円


《年会費》
正会員
12,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員
6,000円

グランミューズ会員
3,600円"
"入会時期によって年会費の支払額は変わりますか？","初年度年会費の支払額が、入会時期によって変わることはありません。
年度途中で入会される場合、まず1年分の年会費を先に頂戴し、次年度の更新のご案内を差し上げる際に、超過分を差し引いた金額で調整し、ご請求させて頂きます。"
"入会時期　年会費","初年度年会費の支払額が、入会時期によって変わることはありません。
年度途中で入会される場合、まず1年分の年会費を先に頂戴し、次年度の更新のご案内を差し上げる際に、超過分を差し引いた金額で調整し、ご請求させて頂きます。"
"入会する時期　年会費　変わる","初年度年会費の支払額が、入会時期によって変わることはありません。
年度途中で入会される場合、まず1年分の年会費を先に頂戴し、次年度の更新のご案内を差し上げる際に、超過分を差し引いた金額で調整し、ご請求させて頂きます。"
"入会資格、入会審査はありますか？","正会員以外は特にありません。
正会員については、当協会理事会による審査がございます。
申請には正会員推薦書の提出が必要です。本部事務局までお問合せください。

正会員への承認基準
http://www.piano.or.jp/info/member/date.html#detail

そのほかの会員種別については審査は必要ありません。どなたでもご入会頂けます。
ただし、小学生以下のお子さまはご入会できません。保護者の方が家族会員としてご入会ください。
また、中学生以上の学生の方は、学生会員としてご入会頂けます。家族会員から学生会員への名義移行をご希望の場合は本部事務局までお問合せください。

"
"入会資格","正会員以外は特にありません。
正会員については、当協会理事会による審査がございます。
申請には正会員推薦書の提出が必要です。本部事務局までお問合せください。

正会員への承認基準
http://www.piano.or.jp/info/member/date.html#detail

そのほかの会員種別については審査は必要ありません。どなたでもご入会頂けます。
ただし、小学生以下のお子さまはご入会できません。保護者の方が家族会員としてご入会ください。
また、中学生以上の学生の方は、学生会員としてご入会頂けます。家族会員から学生会員への名義移行をご希望の場合は本部事務局までお問合せください。

"
"入会の資格","正会員以外は特にありません。
正会員については、当協会理事会による審査がございます。
申請には正会員推薦書の提出が必要です。本部事務局までお問合せください。

正会員への承認基準
http://www.piano.or.jp/info/member/date.html#detail

そのほかの会員種別については審査は必要ありません。どなたでもご入会頂けます。
ただし、小学生以下のお子さまはご入会できません。保護者の方が家族会員としてご入会ください。
また、中学生以上の学生の方は、学生会員としてご入会頂けます。家族会員から学生会員への名義移行をご希望の場合は本部事務局までお問合せください。

"
"入会審査","正会員以外は特にありません。
正会員については、当協会理事会による審査がございます。
申請には正会員推薦書の提出が必要です。本部事務局までお問合せください。

正会員への承認基準
http://www.piano.or.jp/info/member/date.html#detail

そのほかの会員種別については審査は必要ありません。どなたでもご入会頂けます。
ただし、小学生以下のお子さまはご入会できません。保護者の方が家族会員としてご入会ください。
また、中学生以上の学生の方は、学生会員としてご入会頂けます。家族会員から学生会員への名義移行をご希望の場合は本部事務局までお問合せください。

"
"入会に資格が必要ですか","正会員以外は特にありません。
正会員については、当協会理事会による審査がございます。
申請には正会員推薦書の提出が必要です。本部事務局までお問合せください。

正会員への承認基準
http://www.piano.or.jp/info/member/date.html#detail

そのほかの会員種別については審査は必要ありません。どなたでもご入会頂けます。
ただし、小学生以下のお子さまはご入会できません。保護者の方が家族会員としてご入会ください。
また、中学生以上の学生の方は、学生会員としてご入会頂けます。家族会員から学生会員への名義移行をご希望の場合は本部事務局までお問合せください。

"
"入会に審査がありますか","正会員以外は特にありません。
正会員については、当協会理事会による審査がございます。
申請には正会員推薦書の提出が必要です。本部事務局までお問合せください。

正会員への承認基準
http://www.piano.or.jp/info/member/date.html#detail

そのほかの会員種別については審査は必要ありません。どなたでもご入会頂けます。
ただし、小学生以下のお子さまはご入会できません。保護者の方が家族会員としてご入会ください。
また、中学生以上の学生の方は、学生会員としてご入会頂けます。家族会員から学生会員への名義移行をご希望の場合は本部事務局までお問合せください。

"
"入会にあたって審査って必要？","正会員以外は特にありません。
正会員については、当協会理事会による審査がございます。
申請には正会員推薦書の提出が必要です。本部事務局までお問合せください。

正会員への承認基準
http://www.piano.or.jp/info/member/date.html#detail

そのほかの会員種別については審査は必要ありません。どなたでもご入会頂けます。
ただし、小学生以下のお子さまはご入会できません。保護者の方が家族会員としてご入会ください。
また、中学生以上の学生の方は、学生会員としてご入会頂けます。家族会員から学生会員への名義移行をご希望の場合は本部事務局までお問合せください。

"
"わたしは入会できますか","オンライン入会
https://www.piano.or.jp/member_entry/member_entry_step0_1.php

入会申込書のご請求
http://www.piano.or.jp/info/member/memberentry.html"
"入会後の流れを教えてください","入会後の流れについて。

オンライン入会の場合は即日ご入会が完了します。
入会申込書をご郵送頂く場合は、ご投函から約１週間ほどで手続きが完了します。

入会手続き完了後2週間程度で「新入会セット」をお送りいたします。
会員証は約2~3週間ほどでお届けいたします。

申込が集中する3月~4月など入会時期によっては時間がかかる場合もございますのでご了承下さい。"
"入会した後","入会後の流れについて。

オンライン入会の場合は即日ご入会が完了します。
入会申込書をご郵送頂く場合は、ご投函から約１週間ほどで手続きが完了します。

入会手続き完了後2週間程度で「新入会セット」をお送りいたします。
会員証は約2~3週間ほどでお届けいたします。

申込が集中する3月~4月など入会時期によっては時間がかかる場合もございますのでご了承下さい。"
"入会後","入会後の流れについて。

オンライン入会の場合は即日ご入会が完了します。
入会申込書をご郵送頂く場合は、ご投函から約１週間ほどで手続きが完了します。

入会手続き完了後2週間程度で「新入会セット」をお送りいたします。
会員証は約2~3週間ほどでお届けいたします。

申込が集中する3月~4月など入会時期によっては時間がかかる場合もございますのでご了承下さい。"
"会員証　いつ届く","入会後の流れについて。

オンライン入会の場合は即日ご入会が完了します。
入会申込書をご郵送頂く場合は、ご投函から約１週間ほどで手続きが完了します。

入会手続き完了後2週間程度で「新入会セット」をお送りいたします。
会員証は約2~3週間ほどでお届けいたします。

申込が集中する3月~4月など入会時期によっては時間がかかる場合もございますのでご了承下さい。"
"会員証はいつ届きますか","入会後の流れについて。

オンライン入会の場合は即日ご入会が完了します。
入会申込書をご郵送頂く場合は、ご投函から約１週間ほどで手続きが完了します。

入会手続き完了後2週間程度で「新入会セット」をお送りいたします。
会員証は約2~3週間ほどでお届けいたします。

申込が集中する3月~4月など入会時期によっては時間がかかる場合もございますのでご了承下さい。"
"会員証　どれくらいで届くか","入会後の流れについて。

オンライン入会の場合は即日ご入会が完了します。
入会申込書をご郵送頂く場合は、ご投函から約１週間ほどで手続きが完了します。

入会手続き完了後2週間程度で「新入会セット」をお送りいたします。
会員証は約2~3週間ほどでお届けいたします。

申込が集中する3月~4月など入会時期によっては時間がかかる場合もございますのでご了承下さい。"
"支部に所属するメリットは何ですか？","ピティナには、全国約120ヶ所の支部と約400のステーションがあります。
地域の指導者や楽器店が事務局となり、支部所属会員同士の交流会、コンペティションの地区予選開催、ピアノステップ開催などそれぞれ独自の活動を行っています。

会員の方は、ご希望にあわせて地元の支部に所属することができます。
支部ごとに活動内容は異なります。
また、支部によっては通常の会費のほかに別途支部運営費が必要となりますので、詳しくは各支部にお問い合わせ下さい。 "
"支部　所属","ピティナには、全国約120ヶ所の支部と約400のステーションがあります。
地域の指導者や楽器店が事務局となり、支部所属会員同士の交流会、コンペティションの地区予選開催、ピアノステップ開催などそれぞれ独自の活動を行っています。

会員の方は、ご希望にあわせて地元の支部に所属することができます。
支部ごとに活動内容は異なります。
また、支部によっては通常の会費のほかに別途支部運営費が必要となりますので、詳しくは各支部にお問い合わせ下さい。 "
"支部とは","ピティナには、全国約120ヶ所の支部と約400のステーションがあります。
地域の指導者や楽器店が事務局となり、支部所属会員同士の交流会、コンペティションの地区予選開催、ピアノステップ開催などそれぞれ独自の活動を行っています。

会員の方は、ご希望にあわせて地元の支部に所属することができます。
支部ごとに活動内容は異なります。
また、支部によっては通常の会費のほかに別途支部運営費が必要となりますので、詳しくは各支部にお問い合わせ下さい。 "
"ステップに参加するときの衣装は？","一般に、男性はジャケットスタイル、女性はドレススタイルが多いですが、カジュアルなかっこうで参加される方もいらっしゃいます。"
"ステップ参加時の衣装","一般に、男性はジャケットスタイル、女性はドレススタイルが多いですが、カジュアルなかっこうで参加される方もいらっしゃいます。"
"ステップに参加したいんですが、衣装はどうすればいいですか","一般に、男性はジャケットスタイル、女性はドレススタイルが多いですが、カジュアルなかっこうで参加される方もいらっしゃいます。"
"ステップ参加時の服装は？","一般に、男性はジャケットスタイル、女性はドレススタイルが多いですが、カジュアルなかっこうで参加される方もいらっしゃいます。"
"ステップ参加時の服装は","一般に、男性はジャケットスタイル、女性はドレススタイルが多いですが、カジュアルなかっこうで参加される方もいらっしゃいます。"
"ステップに参加するときの服装はどうすればいいですか","一般に、男性はジャケットスタイル、女性はドレススタイルが多いですが、カジュアルなかっこうで参加される方もいらっしゃいます。"
"会員情報の変更をしたい","マイページへログインしておこなってください

ピティナ・マイページ
https://www.piano.or.jp/mypage/

マイページへログインできない方
https://www.piano.or.jp/enquete/"
"会員情報の変更はできますか","マイページへログインしておこなってください

ピティナ・マイページ
https://www.piano.or.jp/mypage/

マイページへログインできない方
https://www.piano.or.jp/enquete/"
"電話番号の変更をしたい","マイページへログインしておこなってください

ピティナ・マイページ
https://www.piano.or.jp/mypage/

マイページへログインできない方
https://www.piano.or.jp/enquete/"
"住所変更をしたい","マイページへログインしておこなってください

ピティナ・マイページ
https://www.piano.or.jp/mypage/

マイページへログインできない方
https://www.piano.or.jp/enquete/"
"メールアドレスを変更したい","マイページへログインしておこなってください

ピティナ・マイページ
https://www.piano.or.jp/mypage/

マイページへログインできない方
https://www.piano.or.jp/enquete/"
"住所を変更したい","マイページへログインしておこなってください

ピティナ・マイページ
https://www.piano.or.jp/mypage/

マイページへログインできない方
https://www.piano.or.jp/enquete/"
"住所変更はどうすればいいですか","マイページへログインしておこなってください

ピティナ・マイページ
https://www.piano.or.jp/mypage/

マイページへログインできない方
https://www.piano.or.jp/enquete/"
"電話番号を変更できますか","マイページへログインしておこなってください

ピティナ・マイページ
https://www.piano.or.jp/mypage/

マイページへログインできない方
https://www.piano.or.jp/enquete/"
"メールアドレスの変更はどこからすればいいですか","マイページへログインしておこなってください

ピティナ・マイページ
https://www.piano.or.jp/mypage/

マイページへログインできない方
https://www.piano.or.jp/enquete/"
"住所はどうやったら変更できますか","マイページへログインしておこなってください

ピティナ・マイページ
https://www.piano.or.jp/mypage/

マイページへログインできない方
https://www.piano.or.jp/enquete/"
"教室の情報を変更したい","マイページへログインしておこなってください

ピティナ・マイページ
https://www.piano.or.jp/mypage/

マイページへログインできない方
https://www.piano.or.jp/enquete/"
"マイページ","マイページの何について知りたいのでしょうか？
詳細をお尋ねください。"
"マイページにログインできない","マイページにログインできない場合は、

初めてのログイン／初回認証コードを知っている方
https://www.piano.or.jp/mypage/passwords/login_entry

パスワードの再設定
https://www.piano.or.jp/mypage/passwords/reissue"
"マイページにログインしたい","マイページにログインできない場合は、

初めてのログイン／初回認証コードを知っている方
https://www.piano.or.jp/mypage/passwords/login_entry

パスワードの再設定
https://www.piano.or.jp/mypage/passwords/reissue"
"マイページへログインできません","マイページにログインできない場合は、

初めてのログイン／初回認証コードを知っている方
https://www.piano.or.jp/mypage/passwords/login_entry

パスワードの再設定
https://www.piano.or.jp/mypage/passwords/reissue"
"マイページ　ログイン","マイページにログインできない場合は、

初めてのログイン／初回認証コードを知っている方
https://www.piano.or.jp/mypage/passwords/login_entry

パスワードの再設定
https://www.piano.or.jp/mypage/passwords/reissue"
"マイページへのログイン方法","マイページにログインできない場合は、

初めてのログイン／初回認証コードを知っている方
https://www.piano.or.jp/mypage/passwords/login_entry

パスワードの再設定
https://www.piano.or.jp/mypage/passwords/reissue"
"マイページへログインできないのですがどうすればいいですか","マイページにログインできない場合は、

初めてのログイン／初回認証コードを知っている方
https://www.piano.or.jp/mypage/passwords/login_entry

パスワードの再設定
https://www.piano.or.jp/mypage/passwords/reissue"
"マイページにログイン出来ません","マイページにログインできない場合は、

初めてのログイン／初回認証コードを知っている方
https://www.piano.or.jp/mypage/passwords/login_entry

パスワードの再設定
https://www.piano.or.jp/mypage/passwords/reissue"
"マイページとはなんですか？","マイページの何について知りたいのでしょうか？
詳細をお尋ねください。"
"マイページとは","マイページの何について知りたいのでしょうか？
詳細をお尋ねください。"
"マイページについて","マイページの何について知りたいのでしょうか？
詳細をお尋ねください。"
"元気ですか","元気です"
"ピティナって何ですか","ピティナ（一般社団法人全日本ピアノ指導者協会）は、全国組織を持つ公益法人であるピアノ・音楽指導者団体です。詳しくはこちら
http://www.piano.or.jp/info/about/"
"入会したいのですが","オンライン入会
https://www.piano.or.jp/member_entry/member_entry_step0_1.php

入会申込書のご請求
http://www.piano.or.jp/info/member/memberentry.html"
"地区予選は何地区まで申込みできますか？","地区予選の参加可能な地区数について、参加区分「コンペティション」としての参加は２地区までです。本選進出の対象とならない参加区分「演奏検定のみ」を選択した場合、制限はありません。（「演奏検定のみ」が選択できるのはソロ部門A2級 F級、連弾各級のみ）部門間での併願についての注意事項をご覧ください。

演奏検定のみ
http://www.piano.or.jp/compe/about/ensoukentei.html

【参照】 参加規定
http://www.piano.or.jp/compe/about/regulations.html"
"日程が一部重なっている二つの地区を併願できますか？","日程が一部重なっている二つの地区を併願することは可能です。ただし審査日が重なった場合の参加日時の調整は致しかねます。

【参照】 参加規定
http://www.piano.or.jp/compe/about/regulations.html"
"2日間以上にわたって開催される地区の場合、参加日の指定はできますか？","2日間以上にわたって開催される地区の場合、参加日の指定が出来るかという質問ですね。
予備日を含め、2日間以上開催される地区で日時指定はできません。どの日程になってもご参加可能な地区をお選びください。審査日時は開催の10日１週間前までに発送される参加票にてお知らせいたします。

【参照】 参加規定
http://www.piano.or.jp/compe/about/regulations.html"
"申し込んだ地区に参加できないことはありますか？","申し込んだ地区に参加できないことはあります。
各地区とも申し込みは先着順に受け付け、規定人数を超えた場合、他地区への変更か参加料の返金を選択していただきます。（対象者に随時個別にご案内）

【参照】開催日程・地区選択上の注意
http://www.piano.or.jp/compe/schedule/"
"会員IDとはなんですか？","会員IDとは、ピティナ会員証に記載されている会員番号です。
参加料金の指導者割引・会員割引に適用できます。"
"申し込み内容を変更したい。","申し込み内容を変更したい場合は、当協会ウェブサイトの申請フォームよりお手続きください。
下記の期限まで変更が可能です。
参加区分・課題曲：申込地区の締切日必着
参加地区：既に申込んでいる地区と、変更希望先地区のうち、早い方の締切日必着
指導者登録：2016年7月22日（金）必着（※予選・本選日程により毎年締切日変更となります）

申請フォーム
http://www.piano.or.jp/compe/entry/alternation.html"
"「登録情報の確認（メール・ハガキ）」がなかなか届きません。","「登録情報の確認（メール・ハガキ）」が届かないのですね。
発送予定日・発送状況は当協会ウェブサイトにてご確認頂けます。申込締切日から14日を過ぎてもお手元に届かない場合は、至急本部事務局にお問合せください。

【参照】申し込み後の流れ
http://www.piano.or.jp/compe/entry/before.html"
"当日のスケジュールはいつごろ分かりますか？","当日のスケジュールは、開催日１週間10日前にお送りする「参加票」にて当日の時間割とグループ番号をお知らせ致し ます。「参加票」の発送予定日・発送状況は当協会ウェブサイトにてご確認いただけます。

【参照】申し込み後の流れ
http://www.piano.or.jp/compe/entry/before.html"
"交通や宿泊の予約を取る都合 で、早く当日の時間割を知りた い。","交通や宿泊の予約を取る都合で、早く当日の時間割を知りたいのですね。
当日の時間割の発表は、全ての地区で公平を保つため一律で参加票の発送、および当協会ウェブ サイトへの掲載をもってお知らせいたします。なお、地区本選については参加票の発送に 先立ち7月中旬に各級の開催日を発表いたします。"
"当日急な予定が入ってしまい ました。日時の変更はできます か？","当日急な日時の変更についての質問ですね。
日時の指定・変更はできません。また申込締め切り日後の参加地区の変更や申込キャンセルはできません。"
"課題曲一覧に掲載されている版の楽譜を使用しなければいけませんか？","課題曲一覧に掲載されている版の楽譜について、課題曲一覧に掲載されている楽譜は、参考楽譜です。楽譜指定となっている曲目以外は、掲載楽譜でないものを使用してかまいません。

【参照】課題曲
http://www.piano.or.jp/compe/repertory/"
"課題曲が入った楽譜やCDを探しています。","課題曲が入った楽譜やCDは、「課題曲集CD」(全２巻)が発売されています。収録されている曲目は「課題曲一 覧」でご確認ください。また全国の主要楽器店ではピティナ・ピアノコンペティション特設コー ナーが設置され、課題曲のＣＤや楽譜が取り揃えられている場合もございます。一部の課題曲は ミュッセでもご購入いただけます。

課題曲CD
https://www.to-on.com/bastien/news/2014compe

課題曲一覧
http://www.piano.or.jp/compe/repertory/"
"急遽、遅刻・欠席することになってしまいました。","急遽、遅刻・欠席することになってしまった場合は、早急に本部事務局、または実施事務局までご連絡ください。

【参照】コンペティション（演奏検定）当日
http://www.piano.or.jp/compe/ontheday/"
"補助ペダル・足台は持参しなければいけませんか？","補助ペダル・足台の持参について、補助ペダル・足台を準備している地区もあります。当協会ウェブサイト各地区詳細ページにてご確認ください。また準備されている場合も、普段使用されているものと異なることがありますの で、各自持参をおすすめします。

【参照】コンペティション（演奏検定）当日
http://www.piano.or.jp/compe/ontheday/"
"演奏を撮影・録音することはできますか？","演奏を撮影・録音することについては、各開催地区により条件が異なります。「地区一覧」、当協会ウェブサイト各地区詳細ページにて可否をご確認ください。可能な場合でも運営の都合上、急遽撮影をご遠慮いただくこともございますので、当日は会場の係の指示に従ってください。

【参照】コンペティション（演奏検定）当日
http://www.piano.or.jp/compe/ontheday/"
"どうしても結果発表の時間まで残れません。","どうしても結果発表の時間まで残れない場合は、当日受付にてお申し出ください。（郵送する場合、送料はご負担頂きます）
審査結果は開催終了後、当協会ウェブサイトでも発表します。"
"結果、採点票の内容について質問があります。","採点票の見方についてはこちらを参照してください。

【参照】 審査方法・採点票の見方
http://www.piano.or.jp/compe/about/shinsa.html"
"「コンペ参加シール」は何に使うものですか？","「コンペ参加シール」は、「ピティナ・パスポート」のコンペティション参加記録ページに貼っていただくためのシールです。

ピティナ・パスポート
http://www.piano.or.jp/step/ontheday/passport.html"
"コンペ参加シールってなんですか","「コンペ参加シール」は、「ピティナ・パスポート」のコンペティション参加記録ページに貼っていただくためのシールです。

ピティナ・パスポート
http://www.piano.or.jp/step/ontheday/passport.html"
"地区予選は何地区まで","地区予選の参加可能な地区数について、参加区分「コンペティション」としての参加は２地区までです。本選進出の対象とならない参加区分「演奏検定のみ」を選択した場合、制限はありません。（「演奏検定のみ」が選択できるのはソロ部門A2級 F級、連弾各級のみ）部門間での併願についての注意事項をご覧ください。

演奏検定のみ
http://www.piano.or.jp/compe/about/ensoukentei.html

【参照】 参加規定
http://www.piano.or.jp/compe/about/regulations.html"
"ステップにはいつ、どこで参加できますか？","ステップの参加について、ステップは年間を通じ、全国約530ヶ所で開催しております。どこの地区でも参加することができます。開催が決定次第、申込受付を開始いたします。

→開催地区・日程
http://www.piano.or.jp/step/schedule/"
"23ステップを飛び級または１つ下げて受けるのは可能ですか？","ステップの飛び級、もしくはステップを下げることについて、両方とも可能です。同じステップを複数回受けることも可能です。
"
"どんな課題曲がありますか？","ステップの課題曲についてはこちらをご覧ください。
http://www.piano.or.jp/step/piece/23step.html"
"コンペティションの課題曲をステップで演奏したいのですが、曲コードはどうしたらいいですか？","コンペティションの課題曲をステップで演奏したい場合の曲コードについて、フリーステップの場合は、コンペティションの課題曲コードを書いてください。
"
"申込はいつから受付けていますか？","ステップへの参加申込は、開催が決定次第受け付けております。開催決定した地区は随時ホームページでお知らせしております。

→開催地区・日程
http://www.piano.or.jp/step/schedule/"
"参加申込をするにはどうしたらいいですか？","ステップへの参加申込みは2通りの方法があります。
その１：参加要項に同封の申込書を使う。参加要項の入手方法はこちら
http://www.piano.or.jp/step/entry/

その２：WEBからお申込み。申込方法はこちら
http://www.piano.or.jp/step/entry/webetnry.html

"
"料金区分がわかりません。","ステップの料金区分について。

1. 一般⇒本人、指導者、ご家族がピティナ会員でない場合。

2. 指導者割引⇒参加者のピアノ指導者が、ピティナ会員である場合。

3. 会員割引⇒本人またはそのご家族（2親等以内）がピティナ会員である場合。

※「ピティナ会員」とは、本部登録会員（正会員、指導者会員、演奏会員、学生会員、支持会員、研究会員、作曲会員）を指します。
※ 過去にコンペやステップに参加し、ID番号を持っているだけではピティナ会員ではありません。
※ グランミューズ会員は、本人が参加者の場合に限り、会員割引が適用されます。指導者割引やご家族への会員割引はありませんのでご注意下さい。ご入会手続きの詳細はこちら
http://www.piano.or.jp/info/member/"
"参加者2名、3名の料金表は何ですか？","参加者2名、3名の料金表について。
演奏する曲全てが連弾やアンサンブルの場合、3名まで参加者登録をすることができます。（2台ピアノ８手連弾の場合のみ4名まで）ポイントを取得するには参加者登録が必要になり、人数によって料金が異なります。（賛助出演者との違いは下記をご覧ください）

※賛助出演者とは、
・合格証書、参加証書、パスポート、メッセージ、ポイントはなし
・一部出演するだけで可能（全曲演奏する必要がない）
・参加料金はかからない
・何名でもOK"
"地区名、地区コードがわかりません。","地区名、地区コードがわからない場合は、開催地区情報をご覧下さい。
http://www.piano.or.jp/step/schedule/"
"Web申込はどうやってするのですか？","ステップのWEB申込は、開催日程ページから、希望する地区の「申込」をクリックしてお申込みください。
http://www.piano.or.jp/step/schedule/"
"参加料金の支払いはどうしたらいいですか？","スッテプの参加料金の支払いは、エントリー時にコンビニ各社、ペイジー、クレジットカード決済から支払い方法を選択することができます。それぞれの説明に従ってお支払い下さい。

※ 郵便振替からのお支払は、郵送申し込みの場合に限ります。ウェブでのお申込みではお選びいただくことができません。"
"申込み直後に届くはずの、申込完了メール（自動送信）が届きません。","申込み直後に届くはずの、申込完了メール（自動送信）が届かなかった場合についてですね。
申込み登録の最後に「申込み完了　確認メール送信」というボタンを押して入力終了となります。このボタンを押さなかった場合はメールをお送りできませんのでご注意ください。

※ ボタンを押したのにメールが届かない場合、ご登録いただいたメールアドレスが誤っているかもしれません。クレジットカード支払い以外でしたら、お支払い頂かない限り、申込み完了とはなりませんので、再度改めて申込み登録を行ってください。"
"送られてきた登録情報確認のメール／ハガキの名前、曲名、参加ステップなどが違っていました。","ステップの申込書に記載された内容と、登録内容が違っていた場合のみ訂正が可能です。訂正項目を明記し、至急FaxもしくはE-mailにてご連絡ください。

連絡先：step_form@piano.or.jp Fax:03-3944-2482"
"ピティナパスポートを紛失してしまいました。","ピティナパスポートの再発行には、これまでの参加履歴つき（手数料3000円）と、履歴なし（手数料500円）の２種類があります。再発行の申請方法はこちらhttp://www.piano.or.jp/step/ontheday/passport.html
"
"ステップの見学をしたいのですが。","ステップは全会場、公開で入場料をいただいておりません。見学は大歓迎です。今後開催予定地区のプログラム、開催時期などはこちらから。各地のステップの様子はこちら。

開催時期
http://www.piano.or.jp/step/schedule/

ステップの様子
http://www.piano.or.jp/step/archive/"
"ピティナ（一般社団法人全日本ピアノ指導者協会）という組織について教えて下さい。","ピティナ（一般社団法人全日本ピアノ指導者協会）は、全国組織を持つ公益法人であるピアノ・音楽指導者団体です。詳しくはこちら
http://www.piano.or.jp/info/about/"
"登録している先生には、登録基準等があるのですか？","ピティナ正会員、指導会員 等のうち、掲載希望を頂いている方のみ登録しております。掲載にあたっては、特に審査等はございません。

正会員、指導会員 等
http://www.piano.or.jp/info/member/date.html#syubetsu"
"申込フォームに名前や住所、電話番号は全て記入しなければいけませんか？","申し込みフォームへの記入について、お申込された方へ紹介スタッフからご連絡させて頂く際に、またご希望の先生へご紹介する際に必要になります。お電話の連絡先については、できる限り固定電話をお知らせください。（携帯電話の場合、留守録メッセージが入りきらない場合がございます）スムーズにご紹介をさせて頂く為にも、どうぞよろしくお願いいたします。
当協会の個人情報保護方針についてはこちら
http://www.piano.or.jp/info/homepage/privacy/"
"コンペ　地区","地区予選の参加可能な地区数について、参加区分「コンペティション」としての参加は２地区までです。本選進出の対象とならない参加区分「演奏検定のみ」を選択した場合、制限はありません。（「演奏検定のみ」が選択できるのはソロ部門A2級 F級、連弾各級のみ）部門間での併願についての注意事項をご覧ください。

演奏検定のみ
http://www.piano.or.jp/compe/about/ensoukentei.html

【参照】 参加規定
http://www.piano.or.jp/compe/about/regulations.html"
"コンペ　併願","日程が一部重なっている二つの地区を併願することは可能です。ただし審査日が重なった場合の参加日時の調整は致しかねます。

【参照】 参加規定
http://www.piano.or.jp/compe/about/regulations.html"
"コンペ 重複","日程が一部重なっている二つの地区を併願することは可能です。ただし審査日が重なった場合の参加日時の調整は致しかねます。

【参照】 参加規定
http://www.piano.or.jp/compe/about/regulations.html"
"コンペ　参加日 指定","2日間以上にわたって開催される地区の場合、参加日の指定が出来るかという質問ですね。
予備日を含め、2日間以上開催される地区で日時指定はできません。どの日程になってもご参加可能な地区をお選びください。審査日時は開催の10日１週間前までに発送される参加票にてお知らせいたします。

【参照】 参加規定
http://www.piano.or.jp/compe/about/regulations.html"
"コンペ 参加出来ない","申し込んだ地区に参加できないことはあります。
各地区とも申し込みは先着順に受け付け、規定人数を超えた場合、他地区への変更か参加料の返金を選択していただきます。（対象者に随時個別にご案内）

【参照】開催日程・地区選択上の注意
http://www.piano.or.jp/compe/schedule/"
"コンペ 参加者1","デュオ部門の参加者１と参加者２の登録について、「参加者１」と「参加者２」とは、演奏におけるプリモ（上のパート）とセコンド（下のパート）の分担とは関係がありません。予選・本選・決勝大会での演奏においては、どちらの参加者がどのパートを担当してもかまいません。"
"デュオ 参加者2","デュオ部門の参加者１と参加者２の登録について、「参加者１」と「参加者２」とは、演奏におけるプリモ（上のパート）とセコンド（下のパート）の分担とは関係がありません。予選・本選・決勝大会での演奏においては、どちらの参加者がどのパートを担当してもかまいません。"
"指導者ID","指導者IDとは、過去にピティナ・ピアノコンペティション、ピアノステップの申込時に指導者登録された先生には、ピティナ会員かどうかにかかわらず全員に指導者IDが交付されます。ピティナにご入会いただいていない方のIDは参加料金の指導者割引・会員割引にはご利用いただけません。"
"会員IDとは","会員IDとは、ピティナ会員証に記載されている会員番号です。
参加料金の指導者割引・会員割引に適用できます。"
"申込内容の変更","申し込み内容を変更したい場合は、当協会ウェブサイトの申請フォームよりお手続きください。
下記の期限まで変更が可能です。
参加区分・課題曲：申込地区の締切日必着
参加地区：既に申込んでいる地区と、変更希望先地区のうち、早い方の締切日必着
指導者登録：2016年7月22日（金）必着（※予選・本選日程により毎年締切日変更となります）

申請フォーム
http://www.piano.or.jp/compe/entry/alternation.html"
"コンペ 申込内容を変更したい","申し込み内容を変更したい場合は、当協会ウェブサイトの申請フォームよりお手続きください。
下記の期限まで変更が可能です。
参加区分・課題曲：申込地区の締切日必着
参加地区：既に申込んでいる地区と、変更希望先地区のうち、早い方の締切日必着
指導者登録：2016年7月22日（金）必着（※予選・本選日程により毎年締切日変更となります）

申請フォーム
http://www.piano.or.jp/compe/entry/alternation.html"
"はがき　届かない","「登録情報の確認（メール・ハガキ）」が届かないのですね。
発送予定日・発送状況は当協会ウェブサイトにてご確認頂けます。申込締切日から14日を過ぎてもお手元に届かない場合は、至急本部事務局にお問合せください。

【参照】申し込み後の流れ
http://www.piano.or.jp/compe/entry/before.html"
