id,question,answer,question_answer_id,bot_id,answer_id
3197438,Outlook2010にて、メーリングリストを差出人に設定しメールを送信すると、送信エラーのメッセージが表示され、メールを送信できません。 ,新メールシステムでは差出人にメーリングアドレスを設定することはできません。<br>業務上必要な場合は、お問い合わせフォームより、問合せを行ってください。 <br><br>http://www.intra.daikin.co.jp/office365/inquiry/index.html<br><br>,7969,10,5944
3197439,"Outlookにて、『名前の確認（簡易検索）』を行ったのですが、存在するはずのユーザが検索結果に表示されません。 
","検索対象の宛先に『Daikin Directory』を追加してください。
設定方法については以下を参照してください。 

【手順】
１．Outlook2010を起動してください。
２．[ホーム]タブの『アドレス帳』をクリックしてください。
３．[メニュー]-[ツール]-[オプション]をクリックしてください。
４．『ユーザ設定』を選択し、『追加』ボタンをクリックしてください。
５．『Daikin Directory』を選択し、『追加』ボタンをクリックしてください。
６．『閉じる』ボタンをクリックしてください。
７．『OK』ボタンをクリックしてください。
※『Daikin Directory』が存在しないなど、上記の設定ができない場合はこちらから問合せを行ってください。 ",7970,10,3419
3197440,"Outlook2010をインストールしてから、フォルダの検索画面を表示しようとすると見慣れない画面が表示されてしまいます。 
","Outlook2010の設定を実施した際に、WindowsSearchをインストールを行った場合、ファイルの検索画面でもWindowsSearchの機能を利用することができるようになります。
以前と同様の検索を行いたい方は下記のリンクをクリックしてください。",7971,10,3420
3197441,Thunderbirdより移行したローカルメールを再利用（返信）してメールを送信するとエラーが発生します。 ,Thunderbirdから移行したメールを再利用（返信）する場合は、既に入力されている差出人を再設定することによりエラーを解消することができます。差出人を再設定する方法は以下となります。<br>（但し、下書きに保存していてメールを編集し送信する場合は、相手先にメールが届かないという<br>　問題がありますので、ご注意下さい。<br>　詳細は『Q.28 下書き保存していたメールを編集し送信したら、相手先にメールが届いていません。』を<br>　ご確認ください。）<br><br><br>【手順】<br>１．差出人が表示されていない場合、編集画面のタブより『オプション』を選択します。既に差出人が表示されている場合は、手順３から行ってください。<br>２．『差出人』をクリックすると差出人項目が追加されます。<br>３．『差出人▼』ボタンをクリックします。<br>４．自分のメールアドレスを選択します。<br>既に差出人に自分のメールアドレスが設定されいるように見えますが、<br>再度設定することによりエラーが解消されます。<br>※自分のメールアドレスが表示されず、『Microsoft Exchange』と表示されている事があります。その際は、『Microsoft Exchange』を選択してください。 <br>５．返信内容を記載し、送信します。,7972,10,5947
3197442,Outlook2010にて、必要なメールが迷惑メールフォルダ(Junk Email)に振り分けられてしまいました。どうすればいいですか,以下の設定を行うことにより、迷惑メールに届いていたメールを受信フォルダ(inbox)に移動し、今後、同じ送り主より送信されてくるメールを受信フォルダに届くように設定することができます。<br><br>【手順】 <br>１．Junk Email(迷惑メール)フォルダを選択します。<br>２．迷惑メールに含まれている必要なメールを右クリックします。<br>３．[迷惑メール]→[迷惑メールではないメール]をクリックします。<br>４．「送り主のメールアドレス」からの電子メールを常に信頼するのチェックが『ON』になっていることを確認します。<br>５．『OK』をクリックします。,7973,10,5948
3197443,Outlook2010をインストール後、以前IMEに登録していた辞書の内容が消えてしまいました。 ,登録単語が正常に引継できていないことが原因だと考えられます。<br>以下の手順で『手動での登録単語の引継』を行ってください。 <br>「C:\Documents and Settings\ユーザー名\Application Data\Microsoft\IMJP○○（バージョン）」フォルダにある「imjp●u.dic」をデスクトップにコピーしてください。<br>注記：IMJP○○（バージョン）のフォルダは複数ありますので、ファイルの更新日時から以前使用していたファイルを特定する必要があります。<br>（基本的には「IMJP8_1」のフォルダが対象となります。）  <br><br>『IME ユーザー辞書ツール』を起動し、[ツール] → [Microsoft IME 辞書]からの登録 でデスクトップ等にコピーした 「imjp●u.dic」の読み込みを行ってください。<br>上記の方法でも登録単語が引き継げない場合、こちらからご連絡ください。 <br>,7974,10,5949
3197444,Thunderbirdから手順書に沿ってローカルメールの移行を行っているが、途中でエラーが発生してローカルメールの移行ができません。 ,Thunderbirdのローカルメールの容量が50GB以上の場合、一括でローカルメールを移行することができません。ローカルメールの整理を行ってから、再度、ローカルメールの移行作業を行ってください。<br>以下の手順でローカルメールの容量を調べることができます。<br><br>【手順】<br>１．「C:\Program Files\Mozilla Thunderbird\Users\ユーザ名\Mail\Local Folders」フォルダを右クリックしプロパティをクリックしてください。<br>２．以下の画面の『サイズ』がローカルメールの容量となります。<br>（補足）<br>Thunderbirdのローカルメールを整理したがどうしても50GB以上になってしまう方は「Mailstore ローカルメール移行手順書（分割移行方法）」に従い設定をお願いします。 <br><br>http://www.intra.daikin.co.jp/office365/manual/MailstoreLocalmailShiftManual_Big.doc<br><br><br>Thunderbirdのローカルメールの容量が50GB未満にも関わらず、エラーが発生する場合、こちらからご<br>連絡ください。 ,7975,10,5950
3197445,Outlook2010にて、画像付(HTML形式)のメールを受信したのですが、プレビュー画面に画像が表示されません。 ,ダイキン設定では受信したメールをテキスト形式にて表示しております。<br>画像付（HTML形式)のメールを表示する際は、以下の方法をお試しください。 <br><br>【手順】<br>１．Outlook2010を起動し、該当のメールをダブルクリックし、別ウィンドウで表示してください。<br>２．「このページはテキスト形式に変換されました。」の行を右クリックしてください。<br>３．「HTMLとして表示」をクリックしてください。<br><br>（補足）<br>HTMLメールを印刷する場合は、一度、「HTMLとして表示」させてから印刷をおこなってください。 <br><br>【手順】<br>.１．「ファイル」のリボンをクリックしてください。<br>２．「印刷」をクリックしてください。<br>３．「印刷」ボタンをクリックしてください。,7976,10,5951
3197446,Outlook2010にて、画像付(HTML形式)のメールを印刷したのですが、画像が印刷されません。 ,画像付(HTML形式)のメールを印刷する場合、一度、HTML形式でメールを表示させてから印刷する必要があります。<br>詳細については「Q27.画像付(HTML形式)のメールを受信したのですが、プレビュー画面に画像が表示されません。」を参照してください。 ,7977,10,5952
3197447,Outlook2010にて、ひらがなで宛先検索ができません。 ,アドレス帳(LDAP)の設定が完了していない可能性があります。<br>設定方法については『アドレス帳(LDAP)接続マニュアル 』を参照してください。 <br><br>http://www.intra.daikin.co.jp/office365/manual/Outlook2010_LDAPManual.doc<br>,7978,10,5953
3197448,Outlook2010にて、メールを返信・転送するとタイトルや宛先の文字が化けてしまいます。 , メールのタイトルや本文、添付ファイル名に半角カナが使用されている場合に発生します。メールを作成する際は半角カナの使用はお控えください。<br>また、下図のように変換の際、『環境依存文字』と表示される文字も化けてしまう可能性がありますので、ご注意ください。,7979,10,5954
3197449,Outlook2010にて、設定が完了しているはずのメーリングリストが利用できません。 , メールサーバ変更に伴い、メーリングリストが使用できるのは設定（新規作成、内容変更）を行った翌日からとなります。あらかじめご了承願います。 <br>,7980,10,5955
3197450,Outlook2010にて、受信したメールに書かれているURLがリンクとして機能していない時があります。,"OutlookからThunderbirdへメーリングリストを使用しメール送信した際に発生します。
お手数ですが、URLはコピー＆ペーストで使用して頂きますようお願いします。
※OutlookからOutlookへメーリングリストを使用して送信した場合には発生しません。 ",7981,10,3430
3197451,Outlook2010にて、転送されたメールをOWAで参照できません。 ,OWAでは添付として転送されたメールを開く事はできません。<br>インライン形式での転送をお願いします。<br>※下記はデフォルトをインライン形式にする手順です。 <br><br>【手順】<br>１．Outlookを起動してください。<br>２．左上の『ファイル』タブを押下してください。<br>３．『オプション』を押下してください。<br>４．『メール』を押下してください。<br>５．『返信/転送』項目の『メッセージを転送するとき』の設定を『元のメッセージを残す』にしてください。<br>６．『OK』ボタンを押下してください。,7982,10,5957
3197452,Outlook2010にて、差出人の表示名が変わっています。 ,"2014/08/01(金)よりサーバ側での仕様変更により、表示形式が下記の通りになっております。<br>　変更前：姓（JA）+ "" ""+名（JA）+"" ""+名（EN）+"" ""+姓（EN）<br>　変更後：姓（EN）+ "" ""+名（EN）+"" ""+姓（JA）+"" ""+名（JA）<br><br>例)大金 太郎（ダイキン タロウ）<br>　変更前：大金 太郎 Taro Daikin<br>　変更後：DAIKIN Taro 大金 太郎<br><br>ご不便をお掛けする事があるかと思いますが、ご了承の頂きますよう<br>宜しくお願い致します。",7983,10,5958
3197453,Outlook2010にて、ユーザID@daikin.co.jpでメールが送れてしまいます。 ,サーバ切替に伴い、ユーザID@daikin.co.jpでもメールが送信できるようになりましたが、誤入力の危険がありますので、ユーザID@daikin.co.jpでのメール送信は行わないようお願い致します。 ,7984,10,3433
3197454,OWAの表示が勝手に変わってしまいました。（IE8を使用） ,OWAのIE対応バージョンが最新と最新の１つ前であり、<br>IE8でのOWA利用が、MicrosoftによりLight版のみに限定された為です。<br>順次表示形式が通常版からLight版へ切替わっていきますが、<br>Microsoft側での対応である為、表示の変更タイミングについての設定を行う事はできません。<br>詳細については下記URLを参照頂きますようお願い致します。<br><br>http://office.microsoft.com/ja-jp/help/HA102817357.aspx <br>,7985,10,5959
3197455,OWAがVPN経由で使用できません。 ,VPN経由でOWAに接続できない現象が発生した場合は、<br>お手数ですがこちらの手順書を参照し設定を行ってください。 <br><br>http://www.intra.daikin.co.jp/office365/manual/VPN_Cannotconnect_OWA.doc<br>,7986,10,5960
3197456,OWAでサインイン後「Webページが見つかりません」という画面が開き、メールが見れません。 ,"下図のように「Webページが見つかりません」という画面(HTTP 400)が開きメールが見れない場合、下記手順に沿って設定を行ってください。

【手順】
１．OWAにログインしている場合は一度サインアウトしてください。
２．http://portal.office.com/editprofile15.aspxをクリックしてください。
３．「別のアカウントを使用する」をクリックし、アカウントに自身のメールのユーザD@daikin.co.jpを入力し、Tabキーを押下してください。
※「別のアカウントを使用する」が表示されていない場合は、次の手順に進んでください。
４．ユーザー名に『メールのユーザID@daikin.co.jp』、パスワードに『メールのパスワード』を入力し『サインイン』ボタンを押下してください。
５．スタートページを選択してください。
６．ドロップダウンリストでスタートページの設定を「Outlook」に変更し、保存ボタンを押下してください。
※「Outlook」が表示されない場合は「メール」を選択してください。
７．必ずIEを再起動し、OWAにサインインしてください。
メールボックスの画面が開きます。
",7987,10,3436
3197457,Outlook2010にて、アドレス帳からメールアドレ検索に時間がかかる。,"宛先検索に時間が掛かる場合は、下記手順で『グローバルアドレス帳』から<br>宛先を検索するよう設定してください。<br>（標準設定ではグローバルアドレス帳から検索します）<br>※Office365サーバをご利用のユーザのみ設定可能です。<br><br><a href=""http://www.intra.daikin.co.jp/office365/faq_outlook/index.html"" target=""_blank"">http://www.intra.daikin.co.jp/office365/faq_outlook/index.html</a>",7988,10,5962
3197458,Outlookで送信できない添付形式を教えてほしい。 ,"Outlook2010はセキュリティが強化されている為、拡張子がbat、js、mdb、msi、pst、vbs等の
ファイルは、メールに添付し送信する事ができません。
その他添付できない拡張子についてはこちらのページをご確認してください。
添付できない拡張子を送付する場合は、zipファイル等に圧縮し添付してください。

※拡張子はファイルの種類を特定する文字列で、ファイル名の最後尾に付いている"".""以降の部分を指します。
　下図の場合はEXEが拡張子です。

拡張子の表示方法は、こちらのページを参照ください。",7989,10,3438
3197459,Outlookにて、ログイン時にパスワード入力画面が出なくなりました。 ,パスワード入力画面が表示されなくなった場合は、下記手順で<br>再表示させる事ができます。<br><br>【手順】<br>【Office365】 <br>１．Outlook2010にログインし、画面左上の『ファイル』を押下してください。<br>２．『情報』から『アカウント設定』ボタンを押下し『アカウント設定(A)』を選択<br>　 してください。<br>３．『電子メール』タブから自身のアカウントをダブルクリックで開いてください。<br>４．『アカウント変更』画面右下の『詳細設定』ボタンを押下してください。<br>５．『セキュリティ』タブを開き、『ログオン情報を毎回入力する』のチェックを入れ、<br>　 『ＯＫ』ボタンを押下してください。<br>６．『アカウント変更』画面に戻るので『次へ』ボタンを押下してください。<br>７．『完了』ボタンを押下し、Outlook起動時にパスワード入力画面が表示されるかを<br>　 確認してください。<br><br>【SecurePremium】 <br>１．Outlook2010にログインし、画面左上の『ファイル』を押下してください。<br>２．『情報』から『アカウント設定』ボタンを押下し『アカウント設定(A)』を<br> 　選択してください。<br>３．『電子メール』タブから自身のアカウントをダブルクリックで開いてください。<br>４．『パスワードを保存する』と『[次へ]ボタンをクリックしたらアカウントをテストする』の<br>チェックを外し、『次へ』ボタンを押下してください。<br>５．『完了』ボタンを押下し、Outlook起動時にパスワード入力画面が表示されるかを<br> 　確認してください。<br>,7990,10,5964
3197460,急にOutlookにログインできなくなりました。 ,"以前はログインできていたにも関わらず、急にログインできなくなった場合は、<br>ログイン画面（Windowsセキュリティ）の、ユーザ名・パスワードが間違っている可能性がありますので、<br>下記をご確認下さい。<br>　・ユーザ名<br>　　メールアドレス等に書き換わっている場合がありますので、正しいユーザ名を入力し直してください。<br>　　【Office365ユーザ】<br>　　　　ユーザID@daikin.co.jp<br>　　【SecurePremiumユーザ】<br>　　　・メールアドレスの末尾が@daikin.co.jpの場合<br>　　　　ユーザID@sp.daikin.co.jp<br>　　　・メールアドレスの末尾が@grp.daikin.co.jpの場合<br>　　　　ユーザID@sp.grp.daikin.co.jp<br><br>　・パスワード<br>　　誤入力（大文字、小文字、全角）や、""NumLock""のON／OFF等をご確認ください。<br>　　※パスワードとユーザIDが一致してるかのご確認はこちらのページでご確認いただけます。 <br><br><a href=""http://www.intra.daikin.co.jp/office365/faq_outlook/index.html"" target=""_blank"">http://www.intra.daikin.co.jp/office365/faq_outlook/index.html</a>",7991,10,5965
3197461,Outlook2010にて、下書き保存していたメールを編集し送信したら、相手先にメールが届いていません。 ,下記の手段でメールを作成・送信した場合、メールが相手先に届かず、不達のエラーメッセージも<br>返ってこないという現象が発生します。<br>その為、サーバ切替前に下書きに保存したものはそのまま使用せずに、Outlook2010で<br>新規作成をしてください。（メール本文のコピー＆ペーストは問題ありません）<br><br>メールサーバ切替前にThunderbirdでサーバの下書きフォルダにメールを保存。<br>メールサーバ切替後に移行されたサーバの下書きメール（上記のメール）を<br>Outlookで編集（再利用）しメールを送信。<br>送信したメールは送信済みアイテム（SentItems）に保存される為、送信者は相手先にメールが<br>届いたものと理解してしまいますので、ご注意ください。 ,7992,10,5966
3197462,Outlook2010にて、メールが検索できません。,Outlookのインデックスが正しく作成されていない為に検索が正常に機能していない可能性があります。<br>以下の手順の沿ってインデックスを再作成してください。<br>インデックスの再作成後、検索を行ってください。<br><br>【手順】<br>１．Outlookを起動してください。<br>２．画面左上の「ファイル」から「オプション」を選択し、「検索」の『インデックス処理のオプション』を押下してくだい。<br>３．「Microsoft Outlook」を選択後、『変更』ボタンを押下してください。<br>４．「Microsoft Outlook」のチェックをはずし、『OK』ボタンを押下してください。<br>５．表示されている画面をすべて終了し、Outlookを再起動してください。<br>６．画面左上の「ファイル」から「オプション」を選択し、「検索」の『インデックス処理のオプション』を押下してくだい。<br>７．「Microsoft Outlook」を選択後、『変更』ボタンを押下してください。<br>８．「Microsoft Outlook」のチェックを入れ、『OK』ボタンを押下してください。<br>９．『閉じる』ボタンを押下してください。<br>１０．『OK』ボタンを押下してください。<br>１１．検索インデックスの作成が開始されます。<br>インデックスの作成中もOutlookを使用する事はできますが、<br>検索機能は使用できません。<br>※インデックスの作成状況はOutlookの「検索」タブの「検索ツール」から<br>　「インデックスの状況」を選択いただけると確認できます。<br><br>インデックスの状況が下図のようなメッセージになれば、作成完了です。<br>,7993,10,5967
3197463,OWAログイン時に「ユーザー名とパスワードが正しくありません。」と表示されます。 ,"OWAに初めてログインする際、以下メッセージが表示される事があります。<br>【ユーザ名とパスワードが正しくありません。】<BR>OWAを初めてご利用になる場合、Outlook2010と同様にパスワードの再設定が<BR>必要です。パスワード再設定はこちらから。 <br><<a href=""http://pwchg.daikin.co.jp/webmtn/LoginServlet"" target=""_blank"">http://pwchg.daikin.co.jp/webmtn/LoginServlet</a>",7994,10,5968
3197464,端末変更後、Outlook2010にて個人アドレス帳がアドレス一覧に表示されなくなりました。 ,端末リプレース後、「連絡先」には存在しているが、移行した個人アドレス帳が<br>アドレス一覧に表示されない場合は下記手順を実施してください。<br><br>【手順】<br>１．画面左下の「連絡先」を選択してください。<br>２．アドレス帳一覧に表示させたいアドレス帳を「右クリック」し「プロパティ」を<br>　 選択してください。<br>３．「Outlook アドレス帳」というタブを開き、<br>　 「電子メールのアドレス帳にこのフォルダーを表示する」のチェックを入れ<br>　 「OK」ボタンを押下してください。<br>４．「アドレス帳」を開き、一覧を確認してください。<br>,7995,10,5969
3197465,Thunderbirdでは送信できていたメールアドレスに送信できなくなりました。 ,Outlook2010ではメールアドレスの規定（RFC）に反している宛先にメールを送信する事ができません。<br>下記のようなアドレスにはメールが送信できませんので、アドレスを変更するか、別のアドレスに送信する必要があります。<br>　xxxx..xx@：ドットが連続している<br>　xxxxx.@：ドメイン(@)の直前にドットがある ,7996,10,5970
3197466,Outlook2010にて同期の失敗メールが届きましたが、どうすればいいですか。 ,"『同期の失敗』というフォルダが作成され、『同期ログ』という件名で、本文に""同期が失敗しました。一部の削除の同期が失敗しました""と記載されたメールが届く事がありますが、時間経過ともに再度同期される為放置しても問題ありません。
※一時的なネットワークの不調等によってローカルとメールサーバが同期されなかった際に　送付されるメールです。",7997,10,3446
3197467,Outlook2010のデータがハードディスク(Cドライブ)の容量を圧迫しています。 ,"キャッシュファイル(ostファイル)の保存先をCドライブからDドライブに移動する事で、<br>Cドライブの容量を空ける事ができます。<br>※Office365ユーザのみが設定可能です。<br>※ostファイルはファイルサーバに移動させないでください。Outlookが起動しなくなる可能性があります。<br><br>【手順】<br>１．Outlook2010が起動している場合は終了させてください。<br>２．『スタート』ボタンを押下し、『コントロールパネル』を選択してください。<br>３．『メール』を選択してください。<br>４．プロファイルを選択し、『プロパティ』ボタンを押下してください。<br>　　※プロファイルは『imap』または『メールのユーザID』です。<br>５．『電子メールアカウント』ボタンを押下してください。<br>６．『データファイル』タブを開き、『名前』が自身のメールアドレスを選択した後『ファイルの場所を開く』を押下してください。<br>７．開いたフォルダの中にあるファイル（ostファイル）をDドライブの任意のフォルダへコピーしてください。（移動ではなくコピーをしてください）<br>※開いたフォルダ(Cドライブ)は後に使用しますので、最小化してください。<br>８．アカウント設定画面から「電子メール」タブを開き、『名前』が""ユーザID@daikin.co.jp""を選択した後『変更』ボタンを押下してください。<br>９．『詳細設定』ボタンを押下してください。<br>１０．『Exchangeキャッシュモードを使う』のチェックを外し、『適用』ボタンを押下してください。<br>１１．『Outlookデータファイルの設定』ボタンを押下してください。<br>１２．『オフライン時に無効にする』ボタンを押下してください。<br>１３．下図のようなメッセージが表示されますので、『はい』ボタンを押下してください。<br>１４．『Outlookデータファイルの設定』ボタンを押下してください。<br>１５．『参照』ボタンを押下してください。<br>１６．手順7でコピーした先のフォルダを開き、コピーしたファイルを選択し、『開く』ボタンを押下してください。<br>１７．『ファイル』がDドライブから読込むようになっている事を確認後、『OK』ボタンを押下してください。<br>１８．『Exchangeキャッシュモードを使う』のチェックを入れ、『OK』ボタンを押下してください。<br>１９．『次へ』ボタンを押下してください。<br>２０．『完了』ボタンを押下してください。<br>２１．Outlook2010を起動後、受信トレイにメールが存在する事を確認後、ナビゲーションウィンドウに表示されている自分自身のメールアドレスを右クリックし、『ファイルの保存場所を開く』を選択してください。<br>２２．手順7でコピーした先のフォルダ(Dドライブ)が開く事を確認後、Outlookを終了させてください。<br>※Outlook2010を終了させないと、次の作業でエラーが発生します。<br>２３．手順7で開いたCドライブのフォルダを開き、ostファイルを削除してください。",7998,10,5972
3197468,Outlook2010にて、メールアカウント設定を行いライセンス認証画面が表示されるが、ネットワークの外部接続できないため、ライセンス認証ができない。,以下のPROXY設定方法でインターネット外部接続を行えるように設定し、再度ライセンス認証を実施してください。<br>Proxy設定方法：［ツール］→［インターネットオプション］→『接続タブ』→[LANの設定]<br>「自動構成〜」のみチェックを入れ、アドレス「http://proxy/proxy.pac」を登録してください。,7999,10,5973
3197469,Outlook2010がメールのパスワードを入力しても起動されない。,メールのパスワードに入力誤りが無いか確認をお願いします。Webメールに接続できるか確認をお願いします。<br>Webメールに接続できる場合は、パスワード入力画面のユーザIDが正しいか確認してください。以下URLに接続し対応をお願いします。<br><br>http://www.intra.daikin.co.jp/office365/faq_outlook/index.html<br>　・Q27.急にOutlookにログインできなくなりました。 ,8000,10,5974
3197470,Outlook2010にてoffice365のメールアカウントが設定できない。エラーメッセージが表示される。,以下項目を確認ください。<br>１．メールのパスワードを更新されたか<br>２．Office365のService Pack 2がインストールされているか<br>３．アカウント作成時に電子メールアドレスに正しいユーザIDを登録されたか<br>項目１〜３に問題なく、メールアカウントが作成できない場合は、以下へご連絡をお願いします。<br>　・DKIインフラヘルプ：7-205-413<br>,8001,10,5975
3197471,メールパスワードを変更したい。,"以下URLに接続しメールのパスワードを更新してください。
http://pwchg.daikin.co.jp/webmtn/LoginServlet
",8002,10,3451
3197472,Outlook2010にて手順書に沿ってo365の設定を行いパスワードを入力するが認証されず、OutLookが起動できない。,"メールのパスワードを更新されているか確認ください。<br>メールの更新されていない場合は、以下URLから更新後、手順を実施ください。<br><a href=""http://pwchg.daikin.co.jp/webmtn/LoginServlet"" target=""_blank"">http://pwchg.daikin.co.jp/webmtn/LoginServlet</a><br><br>（手順）<br>１．メールのパスワードを更新ください。<br>２．以下手順書のP.15「４．Office365メールアカウントの設定」を実施ください。<br>http://www.intra.daikin.co.jp/office365/manual/Outlook2010_StartupManual_for_Office365_PC_Purchase.pdf<br>３．手順書をすべて対応されていない場合は、残りの作業を実施ください。<br>４．手順書をすべて対応されている場合は、Outlookが起動できるか確認ください。",8003,10,5977
3197473,Outlook2010にて、Daikin Ｄｉｒｅctoryアドレス帳からアドレス検索時、固まってしまい検索ができない。,以下手順書を参照しDaikin Ｄｉｒｅctoryアドレス帳の設定を確認ください。<br><br>手順書のP.4「2. アドレス帳(LDAP)との接続設定」を参照ください。<br>http://www.intra.daikin.co.jp/office365/manual/Outlook2010_LDAPManual.doc,8004,10,5978
3197474,"Outlook2010にて、メールの転送設定をしたいが、対応方法を教えて欲しい。
","メール転送設定は、メールサーバにて設定するため、以下宛先へ情報提供してください。
メール転送される場合ですが、ダイキンイントラに接続できる環境である必要があります。
net-unyo@daikin.co.jp

（情報提供）
１．転送元メールアドレス　sakaguchiyo@daikin.co.jp (yoshihiko.sakaguchi@daikin.co.jp)
２．転送先メールアドレス
３．利用期間（開始日、終了日）
４．転送元メールアドレスに転送メールを残すか残さないか",8005,10,3454
3197475,ThunderbirdからOutLook2010へメール切り替えるが、対応方法を教えて欲しい。,ThunderbirdからOutlookされる場合は、以下手順を参照し実施ください。<br>手順書をすべて設定してください。<br><br>http://www.intra.daikin.co.jp/office365/manual/Outlook2010_StartupManual_for_Office365_PC_Purchase.pdf,8006,10,5980
3197476,ThunderbirdからOutLook2010へメール切り替えるが、アドレス帳の移行方法を教えて欲しい。,Thunderbirdのアドレス帳移行の手順書は、イントラに掲載していないため、以下へお電話ください。<br>7-205-413,8007,10,5981
3197477,ThunderbirdからOutLook2010へメール切り替えるが、ローカルフォルダの移行方法を教えて欲しい。,Thunderbirdのローカルフォルダの手順書は、イントラに掲載していないため、以下へお電話ください。<br>7-205-413,8008,10,5982
3197478,共有端末にて、Outlook2010からメール設定を行っているがやり方を教えて欲しい。,共有端末にてメールを利用される場合は、OutlookでなくOWAを利用しメールを確認ください。<br>　※共有端末にて複数の方がOutlookを利用されると、別の方のメールが見ることができるためです。,8009,10,5983
3197479,Outｌook2010起動時に認証画面でキャンセルを押してもメールがられるが、見れないように出来ないか。,Outlookのキャッシュデータが端末に保存されるため、パスワードをキャンセルしてもOutlookから過去受信されたメールを見ることができます。<br>ダイキン標準設定のため。,8010,10,5984
3197480,Outlook2010にて、メーリングリストを差出人に設定しメール送付する方法を教えて欲しい。,Outlookにて、メーリングリストの差出人設定される場合は、メールサーバへ設定する必要があります。<br>以下宛先へ情報提供ください。<br>net-unyo@daikin.co.jp<br><br>（情報提供）<br>１．差出人に設定するメーリングリスト名<br>２．差出人に設定の利用者名<br>３．差出人に設定の利用者のメールアドレス<br>４．開始期日,8011,10,5985
3197481,"Outlook2010にて、メールのパスワードが不明のため、メールが見ることができない。対処方法を教えて欲しい。
","メールのパスワードは暗号化されてるため、こちらでも分かりません。
メールのパスワードを初期化する必要があります。
以下へお電話してください。
7-205-413
",8012,10,3461
3197482,Outlook2010にて、メールの受信トレイが日付別に表示されているので、解除できないか。,以下手順を実施ください。<br><br>（手順）<br>１．Outlookを起動してください。<br>２．Outlookの「表示タブ」をクリックください。<br>３．「グループ表示のチェック」を外してください。<br>４．受信トレイが日付別に表示されないことを確認ください。,8013,10,5987
3197483,Outlook2010起動時にプロファイル選択画面が表示されるが表示しないようにしてほしい。,Outlook起動時にプロファイル選択画面を表示させないためには<br>以下手順を実施ください。<br><br>（手順）<br>１．端末のスタートメニュをクリックし「コントロールパネル」-「メール」をクリックしてください。<br>２．メール設定画面から「プロファイルの表示」をクリックください。<br>３．メール画面から「MicroSoft Outlook起動時に使用するプロファイル」から「常に使用するプロファイル」をチェックしプロファイル名を選択後「OK」ボタンを押下ください。<br>４．Outlookを起動しプロファイル名が表示されなくなったことを確認ください。,8014,10,5988
3197484,Outlook2010を起動すると、オフライン状態と表示されメールを受信できないので、対応方法を教えてほしい。,"以下手順にて、Outlookの「オフライン作業」ボタンを確認してください。

（手順）
１．Outlookを起動ください。
２．「送受信」タブをクリックください。
３．「オフライン作業」ボタンが押下されているか確認ください。
４．押下されている場合は、1度クリックし解除してください。
５．Outlookを再起動し、オフライン状態が解除されているか確認ください。
ボタンが押されている状態のため、再度、「オフライン作業」ボタンを押すように案内しました。Outlook　にてメールを受信できたので、対応完了です。",8015,10,3464
3197485,Outlook2010にて、操作を誤り特定のフォルダとメールが消えたため、復旧方法を教えて欲しい。,以下手順にて、消えたメールが復元できるか確認ください。<br><br>（手順）<br>１．Outlookを起動ください。<br>２．Outlookの「削除済みアイテム」または「Deleted Item」を確認し、メールが残っているか確認ください。<br>３．無い場合は、Outlookの「フォルダ」タブを選択後、「削除済みアイテムの復元」をクリックください。<br>４．削除済みアイテムを復元から消えたメールを検索ください。<br>５．メールがあれば、メール選択後、「選択されたアイテムを復元」をクリックしてくだい。<br>６．メールが削除されたフォルダへ戻ります。<br>　※削除されたフォルダは受信トレイで無い場合は、別フォルダにもどるので気をつけてください。,8016,10,5990
3197486,Outlook2010にてメールを検索したが検索結果の上に”インデックスを作成中…”メッセージが表示される。,”インデックスを作成中…”メッセージは、Outlookの検索機能にて利用されます。<br>メールを受信、送信や移動された場合もインデックスは作成され都度更新されます。<br>メッセージが表示されている場合は、インデックスを作成中ですが完璧な状態で無いですが検索機能は利用できます。<br>Outlookを起動した状態であれば、インデックスは自動で更新されますので、お待ちください。,8017,10,5991
3197487,Outlook2010にて、明らかにメールが表示されているのに検索結果が表示されない。,Outlookのインデックスが壊れてるため、検索できない状態になっています。<br><br>以下URLを参照しインデックスを再作成してください。<br>http://www.intra.daikin.co.jp/office365/faq_outlook/index.html<br>,8018,10,5992
3197488,端末をリプレイスしているが、Outlookの仕分けルールは移行されるのか教えて欲しい。,Outlookの仕分けルールを確認し仕分けルールの名前にクライアントルールと記載があれば、端末側にて保存されているため、端末リプレイス後再登録して頂く必要があります。仕分けルールに”（クライアントルール）”と記載がない場合は、サーバ上にて保存されているため、再作成は不要です。,8019,10,3468
3197489,Outlook2010に届く迷惑メールを受信拒否したい。,迷惑メールの受信拒否はメールサーバ上を対応しています。<br>Outlookに届く迷惑メールを拒否される場合は以下手順を実施ください。<br><br>（手順）<br>１．Outlookを起動ください。<br>２．迷惑メールを選択後、右クリックし「迷惑メール」-「受信拒否リスト」を選択してください。<br>３．以降、同じメールアドレスからの迷惑メールは受信トレイに入らず、スパムフォルダに届くようになります。,8020,10,5993
