id,question,answer_id,answer_body
1350890,パソコン　バッテリー　早い,4626,"ノートPCのバッテリが長時間持たないとのことですね。
下記手順に沿って確認をお願いします。（Panasonicのみ）

デスクトップのタスクバーから、エコノミーモード（ECO）マークをクリック
 ＊ 情シスからお渡し時は、エコノミーモード（ECO）は無効に設定されています。
 エコノミモード（ECO）無効にチェックを入れる。
 
タスクバーにエコノミーモード（ECO）のアイコンが表示されていない場合は、 「スタート」ー「すべてのプログラム」ー「Panasonic」ー「バッテリー」ー「エコノミーモード（ECO）切り替えユーティリティ」をクリックしてください。
タスクバーにエコノミーモード（ECO）マークが表示されます。
 
詳しくは、下記のページを参考にしてください。http://askpc.panasonic.co.jp/beginner/topics/eco.html"
1350891,GoogleAppsとGoogleアカウントの競合解消手順,4627,"GoogleAppsとGoogleアカウントの競合解消手順についてですね。

1.iGoogleの設定やPicasaのデータなどを退避させて下さい。
2.右上のアドレスをクリックして「アカウント設定」を選択して下さい。
3.「マイサービス」の「編集」をクリックして下さい。
4.「アカウントを閉鎖し・・・・・・削除します」をクリックして下さい。
5.チェックボックス全てを選択し、ログイン時のパスワードを入力して、
 「Googleアカウントを削除」をクリックして下さい。
6.削除完了です。
 
以上"
1350892,アカウント　競合,4627,"GoogleAppsとGoogleアカウントの競合解消手順についてですね。

1.iGoogleの設定やPicasaのデータなどを退避させて下さい。
2.右上のアドレスをクリックして「アカウント設定」を選択して下さい。
3.「マイサービス」の「編集」をクリックして下さい。
4.「アカウントを閉鎖し・・・・・・削除します」をクリックして下さい。
5.チェックボックス全てを選択し、ログイン時のパスワードを入力して、
 「Googleアカウントを削除」をクリックして下さい。
6.削除完了です。
 
以上"
1350893,Google　アカウント　複数　競合,4627,"GoogleAppsとGoogleアカウントの競合解消手順についてですね。

1.iGoogleの設定やPicasaのデータなどを退避させて下さい。
2.右上のアドレスをクリックして「アカウント設定」を選択して下さい。
3.「マイサービス」の「編集」をクリックして下さい。
4.「アカウントを閉鎖し・・・・・・削除します」をクリックして下さい。
5.チェックボックス全てを選択し、ログイン時のパスワードを入力して、
 「Googleアカウントを削除」をクリックして下さい。
6.削除完了です。
 
以上"
1350894,セプテーニ本社のプリンタを利用したい,4628,"セプテーニ本社のプリンタ利用手順についてですね。

1.以下にアクセス
 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\SEPTENI用  
2.適切な部署のフォルダ配下にある【Windows7】もしくは【Windows10】フォルダを＜デスクトップにコピー＞してください。
3.＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RiSetup.exe 
　【Windows10】は　RP_SETUP64.EXE 　を実行する。"
1350895,セプテーニ　プリンタ　設定,4628,"セプテーニ本社のプリンタ利用手順についてですね。

1.以下にアクセス
 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\SEPTENI用  
2.適切な部署のフォルダ配下にある【Windows7】もしくは【Windows10】フォルダを＜デスクトップにコピー＞してください。
3.＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RiSetup.exe 
　【Windows10】は　RP_SETUP64.EXE 　を実行する。"
1350896,セプテーニ　プリンタ　使いたい,4628,"セプテーニ本社のプリンタ利用手順についてですね。

1.以下にアクセス
 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\SEPTENI用  
2.適切な部署のフォルダ配下にある【Windows7】もしくは【Windows10】フォルダを＜デスクトップにコピー＞してください。
3.＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RiSetup.exe 
　【Windows10】は　RP_SETUP64.EXE 　を実行する。"
1350897,セプテーニ　プリンタ　ドライバ,4628,"セプテーニ本社のプリンタ利用手順についてですね。

1.以下にアクセス
 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\SEPTENI用  
2.適切な部署のフォルダ配下にある【Windows7】もしくは【Windows10】フォルダを＜デスクトップにコピー＞してください。
3.＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RiSetup.exe 
　【Windows10】は　RP_SETUP64.EXE 　を実行する。"
1350898,セプテーニ　プリンタ　使い方,4628,"セプテーニ本社のプリンタ利用手順についてですね。

1.以下にアクセス
 \\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\SEPTENI用  
2.適切な部署のフォルダ配下にある【Windows7】もしくは【Windows10】フォルダを＜デスクトップにコピー＞してください。
3.＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RiSetup.exe 
　【Windows10】は　RP_SETUP64.EXE 　を実行する。"
1350899,ホールディングスのプリンタを利用したい,4629,"ホールディングスのプリンタ利用手順についてですね。

※下記フォルダに格納されている【Windows7】もしくは【Windows10】フォルダを＜デスクトップにコピー＞して使用してください。
★ 経理のプリンタを利用する場合は以下をご利用下さい。 ★ 
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD経理カラー複合機】MP C8002(14.9.30以降）     
　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RiSetup.exe 　を実行する。  
　【Windows10】は　RP_SETUP64.EXE   　を実行する。

★  情報システム部側にあるプリンターは以下をご利用下さい。 ★ 
【カラー】
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD用カラー】SP C830(172.23.255.14)  

　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RP_SETUP64.EXE  　を実行する。
　【Windows10】は　RP_SETUP64.EXE   　を実行する。 

【モノクロ】
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD用モノクロ】MP 7502(172.23.255.13)  

　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RP_SETUP64.EXE 　を実行する。
　【Windows10】は　RP_SETUP64.EXE  　を実行する。"
1350900,ホールディングス　プリンタ　設定,4629,"ホールディングスのプリンタ利用手順についてですね。

※下記フォルダに格納されている【Windows7】もしくは【Windows10】フォルダを＜デスクトップにコピー＞して使用してください。
★ 経理のプリンタを利用する場合は以下をご利用下さい。 ★ 
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD経理カラー複合機】MP C8002(14.9.30以降）     
　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RiSetup.exe 　を実行する。  
　【Windows10】は　RP_SETUP64.EXE   　を実行する。

★  情報システム部側にあるプリンターは以下をご利用下さい。 ★ 
【カラー】
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD用カラー】SP C830(172.23.255.14)  

　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RP_SETUP64.EXE  　を実行する。
　【Windows10】は　RP_SETUP64.EXE   　を実行する。 

【モノクロ】
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD用モノクロ】MP 7502(172.23.255.13)  

　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RP_SETUP64.EXE 　を実行する。
　【Windows10】は　RP_SETUP64.EXE  　を実行する。"
1350901,ホールディングス　プリンタ　使いたい,4629,"ホールディングスのプリンタ利用手順についてですね。

※下記フォルダに格納されている【Windows7】もしくは【Windows10】フォルダを＜デスクトップにコピー＞して使用してください。
★ 経理のプリンタを利用する場合は以下をご利用下さい。 ★ 
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD経理カラー複合機】MP C8002(14.9.30以降）     
　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RiSetup.exe 　を実行する。  
　【Windows10】は　RP_SETUP64.EXE   　を実行する。

★  情報システム部側にあるプリンターは以下をご利用下さい。 ★ 
【カラー】
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD用カラー】SP C830(172.23.255.14)  

　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RP_SETUP64.EXE  　を実行する。
　【Windows10】は　RP_SETUP64.EXE   　を実行する。 

【モノクロ】
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD用モノクロ】MP 7502(172.23.255.13)  

　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RP_SETUP64.EXE 　を実行する。
　【Windows10】は　RP_SETUP64.EXE  　を実行する。"
1350902,ホールディングス　プリンタ　ドライバ,4629,"ホールディングスのプリンタ利用手順についてですね。

※下記フォルダに格納されている【Windows7】もしくは【Windows10】フォルダを＜デスクトップにコピー＞して使用してください。
★ 経理のプリンタを利用する場合は以下をご利用下さい。 ★ 
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD経理カラー複合機】MP C8002(14.9.30以降）     
　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RiSetup.exe 　を実行する。  
　【Windows10】は　RP_SETUP64.EXE   　を実行する。

★  情報システム部側にあるプリンターは以下をご利用下さい。 ★ 
【カラー】
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD用カラー】SP C830(172.23.255.14)  

　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RP_SETUP64.EXE  　を実行する。
　【Windows10】は　RP_SETUP64.EXE   　を実行する。 

【モノクロ】
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD用モノクロ】MP 7502(172.23.255.13)  

　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RP_SETUP64.EXE 　を実行する。
　【Windows10】は　RP_SETUP64.EXE  　を実行する。"
1350903,ホールディングス　プリンタ　利用,4629,"ホールディングスのプリンタ利用手順についてですね。

※下記フォルダに格納されている【Windows7】もしくは【Windows10】フォルダを＜デスクトップにコピー＞して使用してください。
★ 経理のプリンタを利用する場合は以下をご利用下さい。 ★ 
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD経理カラー複合機】MP C8002(14.9.30以降）     
　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RiSetup.exe 　を実行する。  
　【Windows10】は　RP_SETUP64.EXE   　を実行する。

★  情報システム部側にあるプリンターは以下をご利用下さい。 ★ 
【カラー】
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD用カラー】SP C830(172.23.255.14)  

　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RP_SETUP64.EXE  　を実行する。
　【Windows10】は　RP_SETUP64.EXE   　を実行する。 

【モノクロ】
\\septeni.jp\metal\Gr_d_全社共有\情報システム\00_ドライバ\プリンタドライバ\Ricoh\【HD用モノクロ】MP 7502(172.23.255.13)  

　＜デスクトップにコピー＞したフォルダを開き、
　【Windows7】は  RP_SETUP64.EXE 　を実行する。
　【Windows10】は　RP_SETUP64.EXE  　を実行する。"
1350904,Windowsログオンが出来ない,4420,"windowsのログインが出来ない状態ですね。

LANケーブルは挿していますか？"
1350905,ログオンが出来ない,4420,"windowsのログインが出来ない状態ですね。

LANケーブルは挿していますか？"
1350906,PCにログインが出来ない,4420,"windowsのログインが出来ない状態ですね。

LANケーブルは挿していますか？"
1350907,パソコンにログオンが出来ない,4420,"windowsのログインが出来ない状態ですね。

LANケーブルは挿していますか？"
1350908,パソコンにログインが出来ない,4420,"windowsのログインが出来ない状態ですね。

LANケーブルは挿していますか？"
1350909,PCにログオンが出来ない,4420,"windowsのログインが出来ない状態ですね。

LANケーブルは挿していますか？"
1350910,PCにメモリを増設したい,4423,"PCへのメモリ増設についてですね。

使用しているPCの種類はなんですか？"
1350911,パソコンにメモリを増設したい,4423,"PCへのメモリ増設についてですね。

使用しているPCの種類はなんですか？"
1350912,共有パソコンに設定している管理者権限を他のユーザーにも付与させたい,4425,"共有PCへの管理者権限追加についてですね。

管理者権限を他のユーザーにも追加させたい共有PCの機種を教えてください。"
1350913,共有パソコンの管理者を増やしたい,4425,"共有PCへの管理者権限追加についてですね。

管理者権限を他のユーザーにも追加させたい共有PCの機種を教えてください。"
1350914,Macにパソコンを変更したい,4429,"Macの利用についてですね。

Macを利用するには、部長以上および情報セキュリティ事務局の承認を得る必要があります。
双方に承認は得ていますか？"
1350915,サイボウズにログオンできない,4437,"サイボウズにログインできない状態ですね。

次の項目に当てはまるものはありますか？"
1350916,SAP(SAP)のパスワードを忘れた,4441,"販管(SAP)のパスワードのお問い合わせですね。

使用しているPCの種類はなんですか？"
1350917,販管(販管)のパスワードを忘れた,4441,"販管(SAP)のパスワードのお問い合わせですね。

使用しているPCの種類はなんですか？"
1350918,販管(販売管理)のパスワードを忘れた,4441,"販管(SAP)のパスワードのお問い合わせですね。

使用しているPCの種類はなんですか？"
1350919,販管(SAP)のPWを忘れた,4441,"販管(SAP)のパスワードのお問い合わせですね。

使用しているPCの種類はなんですか？"
1350920,SAP　パスワード　忘れ,4441,"販管(SAP)のパスワードのお問い合わせですね。

使用しているPCの種類はなんですか？"
1350921,販管　PW　忘れ,4441,"販管(SAP)のパスワードのお問い合わせですね。

使用しているPCの種類はなんですか？"
1350922,SAP　パスワード　初期化,4441,"販管(SAP)のパスワードのお問い合わせですね。

使用しているPCの種類はなんですか？"
1350923,販管　PW　初期化,4441,"販管(SAP)のパスワードのお問い合わせですね。

使用しているPCの種類はなんですか？"
1350924,プリンターードライバのインストールが出来ない,4445,"プリンタードライバーのインスール不具合ですね。

インストールしたいドライバが格納されているフォルダごとPCのデスクトップ上にコピーしていますか？"
1350925,プリンタドライバのインストールが出来ない,4445,"プリンタードライバーのインスール不具合ですね。

インストールしたいドライバが格納されているフォルダごとPCのデスクトップ上にコピーしていますか？"
1350926,パソコンを複数台使用したい,4447,"PCを複数台使用したいということですね。

Mgrもしくは部長以上の方に承認を得ていますか？"
1350927,パソコンを複数台利用したい,4447,"PCを複数台使用したいということですね。

Mgrもしくは部長以上の方に承認を得ていますか？"
1350928,PCを複数台利用したい,4447,"PCを複数台使用したいということですね。

Mgrもしくは部長以上の方に承認を得ていますか？"
1350929,PCを複数台使用したい,4447,"PCを複数台使用したいということですね。

Mgrもしくは部長以上の方に承認を得ていますか？"
1350930,パソコンの容量が枯渇,4450,"Cドライブの容量が枯渇しているということですね。

当てはまる原因はありますか？"
1350931,PC　容量不足,4454,"Cドライブの容量が不足しているということですね。

当てはまる原因はありますか"
1350932,複数のEメールアドレスのアカウントが欲しい,4455,"複数のメールアドレスのアカウントが欲しいとのことですね。

アカウント発行申請書を提出してください。"
1350933,複数のEmailアドレスのアカウントが欲しい,4455,"複数のメールアドレスのアカウントが欲しいとのことですね。

アカウント発行申請書を提出してください。"
1350934,Eメールアドレス　複数,4455,"複数のメールアドレスのアカウントが欲しいとのことですね。

アカウント発行申請書を提出してください。"
1350935,Emailアドレス　複数,4455,"複数のメールアドレスのアカウントが欲しいとのことですね。

アカウント発行申請書を提出してください。"
1350936,海外出張の際にパソコンを持っていきたい,4474,"海外出張の際にPCを持っていきたいとのことですね。

情シスにPC保険の連絡は済んでいますか？"
1350937,海外出張　パソコンを持出し,4474,"海外出張の際にPCを持っていきたいとのことですね。

情シスにPC保険の連絡は済んでいますか？"
1350938,せぷめーるが届かない,4478,"登録したMLが届かないとのことですね。

当てはまるものはありますか？"
1350939,メーリングリストが届かない,4478,"登録したMLが届かないとのことですね。

当てはまるものはありますか？"
1350940,MLが届かない,4478,"登録したMLが届かないとのことですね。

当てはまるものはありますか？"
1350941,パソコンが破損しました,4480,"PCが破損したとのことですね。

どこが破損していますか？"
1350942,パソコン　破損,4480,"PCが破損したとのことですね。

どこが破損していますか？"
1350943,PC　破損,4480,"PCが破損したとのことですね。

どこが破損していますか？"
1350944,PC　壊れた,4480,"PCが破損したとのことですね。

どこが破損していますか？"
1350945,パソコンが不具合を起こしています,4484,"PCが不具合を起こしているとのことですね。

どのような不具合ですか？"
1350946,パソコン　不具合,4484,"PCが不具合を起こしているとのことですね。

どのような不具合ですか？"
1350947,PC　不具合,4484,"PCが不具合を起こしているとのことですね。

どのような不具合ですか？"
1350948,PC　調子が悪い,4484,"PCが不具合を起こしているとのことですね。

どのような不具合ですか？"
1350949,IDシステム導入前の事前設定（5_SAP(SAP)利用手順）,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350950,IDシステム導入前の事前設定（5_販管(販管)利用手順）,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350951,IDシステム導入前の事前設定（5_販管(販売管理)利用手順）,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350952,IDシステム導入前の事前設定（5_販管(SAP)利用方法）,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350953,販管　利用　手順,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350954,販売管理　利用　手順,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350955,SAP　利用　方法,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350956,販管　使用　手順,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350957,販売管理　使用　手順,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350958,SAP　使用　方法,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350959,SAP　利用　手順,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350960,販管　利用　方法,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350961,SAP　使用　手順,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350962,販管　使用　方法,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350963,SAP　使用　手順,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350964,販売管理　使用　方法,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350965,SAP　利用　手順,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350966,販売管理　利用　方法,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350967,SAP　設定,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350968,販管　設定,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350969,販売管理　設定,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350970,SAP　設定,4491,"SAPの利用手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=258"
1350971,IDシステム導入後の設定（GEメールログイン手順.pdf）,4492,"Gメールログイン手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=248"
1350972,IDシステム導入後の設定（GEmailログイン手順.pdf）,4492,"Gメールログイン手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=248"
1350973,IDシステム導入後の設定（Gメールログオン手順.pdf）,4492,"Gメールログイン手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=248"
1350974,IDシステム導入後の設定（Gメールログイン方法.pdf）,4492,"Gメールログイン手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=248"
1350975,GEメール　設定,4492,"Gメールログイン手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=248"
1350976,GEmail　設定,4492,"Gメールログイン手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=248"
1350977,Gmail　方法,4500,"Gメールの使い方ですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=117"
1350978,GEメール　手順,4492,"Gメールログイン手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=248"
1350979,GEmail　手順,4492,"Gメールログイン手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=248"
1350980,Gメール　方法,4492,"Gメールログイン手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=248"
1350981,GEメール　使いたい,4492,"Gメールログイン手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=248"
1350982,GEmail　使いたい,4492,"Gメールログイン手順についてですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=248"
1350983,サイボウズのPWの変更をしたい（社外の場合）,4496,"社外にいる時にサイボウズのパスワード変更をしたいとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=245"
1350984,サイボウズ　PW変更,4497,"サイボウズのパスワード変更をしたいとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=245"
1350985,ガルーン　パスワード変更　方法,4497,"サイボウズのパスワード変更をしたいとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=245"
1350986,ガルーン　PW変更　手順,4497,"サイボウズのパスワード変更をしたいとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=245"
1350987,SFTowaStela2の使い方を知りたい,4498,"SFTS2の使い方が知りたいとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=23"
1350988,SFTowaStela2　使い方,4498,"SFTS2の使い方が知りたいとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=23"
1350989,SFTowaStela2　利用,4498,"SFTS2の使い方が知りたいとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=23"
1350990,IDシステム導入前の事前設定（6_CRM利用方法）,4499,"CRMの利用手順ですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=259"
1350991,CRM　方法,4499,"CRMの利用手順ですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=259"
1350992,GEメールの使い方,4500,"Gメールの使い方ですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=117"
1350993,GEmailの使い方,4500,"Gメールの使い方ですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=117"
1350994,SAPで文字を入力しても一文字ずつしか入力できない,4502,"販管で一文字ずつしか文字が入力できないとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=264"
1350995,SAP　文字入力,4502,"販管で一文字ずつしか文字が入力できないとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=264"
1350996,販管　文字入力,4502,"販管で一文字ずつしか文字が入力できないとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=264"
1350997,販売管理　文字入力,4502,"販管で一文字ずつしか文字が入力できないとのことですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=264"
1350998,販管のログオンパスワードを忘れた,4503,"販管のログインパスワードを忘れたのですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=42"
1350999,SAPのログインパスワードを忘れた,4503,"販管のログインパスワードを忘れたのですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=42"
1351000,販管のログインPWを忘れた,4503,"販管のログインパスワードを忘れたのですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=42"
1351001,SAP　パスワード忘れ,4503,"販管のログインパスワードを忘れたのですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=42"
1351002,販管　PW忘れ,4503,"販管のログインパスワードを忘れたのですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=42"
1351003,販管　パスワード忘れ,4503,"販管のログインパスワードを忘れたのですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=42"
1351004,販売管理　パスワード忘れ,4503,"販管のログインパスワードを忘れたのですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=42"
1351005,SAP　PW忘れ,4503,"販管のログインパスワードを忘れたのですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=42"
1351006,「KUNAI for iPhone」「KUNAI for Android」の設定手順を知りたい。,4504,"KUNAIの設定方法ですね。

情シスFAQサイトに解決方法が載っていますので、下記のURLより参照をお願いします。
http://faq.septeni.jp/index.php?doc_no=9"
