id,question,bot_id,answer_id
13576,「退職諸手続き説明」退職願いを提出したが、いつごろ説明してもらえるの？,13,6996
13577,「退職金（税金）」退職金と税金はいくら？,13,6997
13578,「持株会」退職するが持株会はどうなるの？,13,6998
13579,「保険」損害保険や生命保険は継続できるの？,13,6999
13580,「コーポレートカード」コーポレートカードを退職後も継続したい。,13,7000
13581,「退職後の賞与」所得税、健康保険、介護保険、厚生年金、雇用保険は控除されるの？,13,7001
13582,「その他」退職後も診療室を利用したい,13,7002
13583,「退職（健康保険）」任意継続を希望するが、いつでもやめられるの？,13,7003
13584,「退職（健康保険）」任意継続するとどんな給付が受けられるの？,13,7004
13585,「退職（健康保険）」在籍のときと比べて、任意継続保険料はどうして高いの？,13,7005
13586,「その他」退職後に引越しする予定だが、連絡する必要あるの？,13,7006
13587,「その他」ｺｰﾎﾟﾚｰﾄｶｰﾄﾞはどこへ返すの？,13,7007
13588,「退職（国民年金）」年金手帳はどこにあるの？いつ返してくれるの？,13,7008
13589,「退職（国民年金）」扶養している妻の年金手帳は会社にあるの？,13,7009
13590,「その他」人材派遣で期間満了となるが、社員証は誰に返却すればいいの？,13,7010
13591,「退職（健康保険）」任意継続したのに、最終給与で保険料2ヵ月分控除されたがどうして？,13,7011
13592,「退職金（住民税）」最終月給与で地方税が高くなったのはなぜ？,13,7012
13600,こんにちは,13,7021
