id,question,answer,question_answer_id,bot_id,answer_id
3203543,成人男性も教えてもらえますか？,"大人の初めての方や成人男性でもお申込いただけます。
教室・先生によって、得意とするところがそれぞれありますので、教室の詳細情報をご確認の上、まずはお申込ください。",9098,8,10719
3203544,先生の出身校を教えてもらえますか？,個人情報保護法に基づき、先生ご本人の了解を頂いた上で、レッスンを希望される方のみにお伝えしています。,9099,8,10645
3203545,近所の先生を紹介してくれますか？,個人情報保護法により、利用規約に同意いただいていない方に先生の情報をお伝えすることができませんので、まずはお申込ください。一切の料金はかかりませんので、お気兼ねなくお申込ください。,9100,8,10708
3203546,あなたはお若いですね。紹介担当者は何年齢くらいですか？,紹介担当者は40代から60代のスタッフが対応しています。,9101,8,2746
3203547,優しい先生が良いのですが。,要望がありましたら、申込フォームの要望欄にご記入ください。,9102,8,2747
3203548,ヤマハのグレードをとりたいのですが。,指導対象に「グレード試験対策」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9103,8,2748
3203549,ジャズピアノを習いたいです。,ジャンルに「ジャズ」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9104,8,2749
3203550,ポピュラーを習いたいです。,ジャンルに「ポピュラー」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9105,8,2750
3203551,ジャズを教えて欲しい,ジャンルに「ジャズ」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9106,8,10722
3203552,ポップスを教えて欲しい,ジャンルに「ポピュラー」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9107,8,10726
3203553,ポップスを習いたい,ジャンルに「ポピュラー」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9108,8,10727
3203554,ポピュラーを弾けるようになりたい,ジャンルに「ポピュラー」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9109,8,10728
3203555,ポピュラーを弾きたい,ジャンルに「ポピュラー」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9110,8,10729
3203556,ジャズを弾きたい,ジャンルに「ジャズ」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9111,8,10723
3203557,popsを教えて欲しい,ジャンルに「ポピュラー」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9112,8,10730
3203558,jazzを習いたい,ジャンルに「ジャズ」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9113,8,10724
3203559,ジャズを教えてくれる先生,ジャンルに「ジャズ」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9114,8,10725
3203560,ポピュラーを教えてくれる先生,ジャンルに「ポピュラー」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9115,8,10731
3203561,ptnaとは,"ピティナは、全国組織を持つ公益法人であるピアノ・音楽指導者団体です。

詳細
http://www.piano.or.jp/info/about/",9116,8,10623
3203562,男性初心者ですが、ピアノの先生を紹介いただけますか？,"大人の初めての方や成人男性でもお申込いただけます。
教室・先生によって、得意とするところがそれぞれありますので、教室の詳細情報をご確認の上、まずはお申込ください。",9117,8,10720
3203563,コンクールに出たいのですが,"ピティナの他事業については以下をご覧ください。

コンペティション
http://www.piano.or.jp/compe/

ステップ
http://www.piano.or.jp/step/

セミナー
http://www.piano.or.jp/seminar/

ピアノ曲事典
http://www.piano.or.jp/enc/

※他にも多数の事業をおこなっています。",9118,8,10717
3203564,ヤマハのグレードの受験指導をしてくれる先生,指導対象に「グレード試験対策」を登録している教室へお申込ください。詳細検索により、登録されている教室を絞込むこともできます。,9119,8,10721
3203565,先生を紹介して欲しい,まずはエリアを中心として、お申込されたい先生をお選びください。,9381,8,4066
3203566,芸大受験を考えているのですが,音大勤務の指定については、お申込時にご要望欄へ記入ください。個別にご相談に応じます。,9382,8,10698
3203567,音大受験を考えているのですが,音大勤務の指定については、お申込時にご要望欄へ記入ください。個別にご相談に応じます。,9383,8,10699
3203568,発表会の有る先生に習いたいのですが,各教室の詳細ページ内に、「発表会開催の有無」という欄がありますので、そちらをご参照ください。,9384,8,4067
3203569,コンペ,"ピティナの他事業については以下をご覧ください。

コンペティション
http://www.piano.or.jp/compe/

ステップ
http://www.piano.or.jp/step/

セミナー
http://www.piano.or.jp/seminar/

ピアノ曲事典
http://www.piano.or.jp/enc/

※他にも多数の事業をおこなっています。",9385,8,10718
3203570,男の先生,教室の一覧に性別が表示されていますので、そちらをご参照ください。,9386,8,4068
3203571,有名な先生,"教室の一覧において教室名・氏名を公開されている教室もありますので、そちらをご参照ください。

また、各教室の指標として、「指導者賞受賞」や「コンペ指導経験」などがありますので、そちらもあわせてご確認ください。",9387,8,4069
3203572,教室が掲載されません,"教室紹介へ希望の方は、マイページへログインして教室掲載希望の設定をおこなってください。

ピティナ・マイページ
https://www.piano.or.jp/mypage/

教室運営中の先生へ
http://www.piano.or.jp/teacher/howto/forteacher.html",9397,8,4073
3203573,はろー,Hello,9723,8,4310
3203574,ありがとうございました,こちらこそご利用いただきありがとうございました。,9724,8,4311
3203575,もういいです,お役に立てずにすみません。,9725,8,4312
3203576,ピアノを習いたいです,どうぞピティナ・ピアノ教室紹介でご希望の先生を見つけてください。,9726,8,4313
3203577,ピアノを習いたい,どうぞピティナ・ピアノ教室紹介でご希望の先生を見つけてください。,9727,8,10860
3203578,申し込んだ先生より近くの先生がいたらそちらを紹介してくれますか？,お申込の教室よりさらにお近くの教室があるかどうか、必ずしもご期待に添えられるとは限りませんが、ご相談に応じることは可能です。,10237,8,4630
3203579,レッスン中に親は不在にしていいのか,"レッスン中、親御様の不在については、教室・先生の方針によってご了解いただける場合もあります。

特に、小さいお子様の場合、一人でレッスンをお受けになれるかどうかにもよりますので先生とのご相談となります。",10238,8,4631
3203580,出張レッスンを受ける際のマナー,"出張レッスンのマナーについては、以下の点をご留意ください。

・先生にお越しいただく時間には、必ずご在宅ください。
・レッスンで使用する楽器について、お整えください。",10239,8,4632
3203581,振替レッスンをしている先生を希望したいのですが。,"振替レッスンについては、定期レッスンで生徒さん側のご都合であれば、基本的には無いものとお考えください。
先生のご都合による場合は、その都度、ご相談させていただくことになるかと思います。

教室・先生によっては相談次第ということになりますので、体験レッスン時にご確認ください。",10240,8,4633
3203582,コンペ・スッテっプのご指導を受けられる先生を紹介してもらえますか？,コンペ・ステップの指導希望については、お申込時にご要望欄へ記入ください。個別にご相談に応じます。,10241,8,4634
3203583,毎週同じ時間に、習うことができないのですが,"毎週同じ曜日／時間に習うことができない場合、「ワンレッスン制」をご検討ください。

小さなお子様の場合、週に１回のペースでのレッスンが基本であり、理想的ですが、大人の場合は「ワンレッスン制」でのご指導をお願いできる先生もいます。

先生と相談しながら1回ずつのレッスンをお願いする「ワンレッスン制」希望の旨を、お申込時にご要望欄へ記入ください。個別にご相談に応じます。",10242,8,4635
3203584,毎回違う曜日時間にレッスンをお願することはできますか？,"毎週同じ曜日／時間に習うことができない場合、「ワンレッスン制」をご検討ください。

小さなお子様の場合、週に１回のペースでのレッスンが基本であり、理想的ですが、大人の場合は「ワンレッスン制」でのご指導をお願いできる先生もいます。

先生と相談しながら1回ずつのレッスンをお願いする「ワンレッスン制」希望の旨を、お申込時にご要望欄へ記入ください。個別にご相談に応じます。",10244,8,10863
3203585,ステーションとは,"ピティナの組織関連の情報については協会概要をご参照ください。

協会概要
http://www.piano.or.jp/info/about/

支部・ステーション
http://www.piano.or.jp/info/about/organization/branch.html""",10832,8,4641
3203586,出張ピアノ講師を探しています。,出張レッスンを希望できる教室・先生を探したい場合は、「絞り込み検索」の「レッスン形態」から、「出張レッスン」をチェックして検索してください。,10833,8,4642
3203587,出張レッスン,出張レッスンを希望できる教室・先生を探したい場合は、「絞り込み検索」の「レッスン形態」から、「出張レッスン」をチェックして検索してください。,10834,8,11759
3203588,先生の出身大学は,卒業／出身大学の指定については、お申込時にご要望欄へ記入ください。個別にご相談に応じます。,10835,8,10701
3203589,ピティナ正会員とは何ですか,"ピティナ会員については以下URLをご参照ください。

活動内容
http://www.piano.or.jp/info/member/

会員種別
http://www.piano.or.jp/info/member/date.html",10837,8,4643
3203590,もう少し詳しい所在地を知りたいです,個人情報保護法に基づき、先生ご本人の了解を頂いた上で、レッスンを希望される方のみにお伝えしています。,10838,8,10646
3203591,発表会は別料金が発生しますか？,"発表会の実施有無や、発表会参加時に別料金がかかるかどうかは、各教室によって様々異なります。

気になるようでしたら、お申込時にご要望欄へご質問ご記入ください。",10872,8,4674
3203592,写真をかえたい,"掲載中のお写真の変更につきましては、変更後のお写真を、以下メールアドレス宛てに添付ファイルとして送信してください。

member@piano.or.jp",10873,8,4675
3203593,写真をかえるにはどうしたらいいですか？,"掲載中のお写真の変更につきましては、変更後のお写真を、以下メールアドレス宛てに添付ファイルとして送信してください。

member@piano.or.jp",10874,8,11768
3203594,写真の入れ替えをするにはどうしたら良いですか？,"掲載中のお写真の変更につきましては、変更後のお写真を、以下メールアドレス宛てに添付ファイルとして送信してください。

member@piano.or.jp",10875,8,11769
3203595,１７年齢ですが自分でレッスン料を払うので紹介してほしいのですが,申込者が17歳以下の場合、親権者の同意が得られていればお申込いただけます。,10877,8,4676
3203596,17年齢以下でも申し込めますか？,申込者が17歳以下の場合、親権者の同意が得られていればお申込いただけます。,10878,8,11770
3203597,女の先生,教室の一覧に性別が表示されていますので、そちらをご参照ください。,11194,8,10796
3203598,男の先生に習いたい,教室の一覧に性別が表示されていますので、そちらをご参照ください。,11198,8,10800
3203599,女の先生に習いたい,教室の一覧に性別が表示されていますので、そちらをご参照ください。,11199,8,10801
3203600,先生は全員音大卒ですか？,個人情報保護法に基づき、先生ご本人の了解を頂いた上で、レッスンを希望される方のみにお伝えしています。,11202,8,10647
3203601,見学はできますか？,見学については、先生／教室の方針（見学される側の生徒さんの都合）によりますので、見学のみ希望の方も、まずは通常通りお申込ください。その上で、見学希望の旨を、ご要望欄へ記入ください。,11203,8,4840
3203602,他の教室からかわりたい,まずはエリアを中心として、お申込されたい先生をお選びください。,11206,8,10794
3203603,料金記載のない場合は、どのようにしたらいいですか？,"料金記載のない先生／教室の場合、お申込後に、紹介スタッフが回答可能な範囲において回答させていただきます。

ただし、一切情報を公開されていないところもありますので、その場合は、直接体験レッスン時にお伺いいただくこととなります。",11209,8,4842
3203604,面談後の返事はいつまでにすれば良いですか？,面談後のお返事は、なるべく２～３日のうちにお願いいたします。,11210,8,4843
3203605,キャンセルなどの返事は面談後何日以内にすればよろしいでしょうか,"キャンセルについて：
◆先生の連絡先を知る前
仲介スタッフまでキャンセルの旨をご連絡ください。

◆先生の連絡先を知った後
先生にお会いする前でも後でも、必ず先生へ直接ご連絡ください。

◆面談後
なるべく２～３日のうちにご連絡ください。",11211,8,10661
3203606,料金が詳細に記載のないところがあります。,"料金記載のない先生／教室の場合、お申込後に、紹介スタッフが回答可能な範囲において回答させていただきます。

ただし、一切情報を公開されていないところもありますので、その場合は、直接体験レッスン時にお伺いいただくこととなります。",11214,8,12442
3203607,先生に支払いう料金記載のない場合は、どのようにしたらいいですか？,"料金記載のない先生／教室の場合、お申込後に、紹介スタッフが回答可能な範囲において回答させていただきます。

ただし、一切情報を公開されていないところもありますので、その場合は、直接体験レッスン時にお伺いいただくこととなります。",11215,8,12443
3203608,間違えて申し込んでしまった,"キャンセルについて：
◆先生の連絡先を知る前
仲介スタッフまでキャンセルの旨をご連絡ください。

◆先生の連絡先を知った後
先生にお会いする前でも後でも、必ず先生へ直接ご連絡ください。

◆面談後
なるべく２～３日のうちにご連絡ください。",11218,8,10662
3203609,駐車場,駐車場の有無については、先生／教室の詳細ページに掲載されています。,11219,8,4846
3203610,料金、曜日、時間を知りたいけど,レッスン料金や曜日などの情報は、申告内容に沿って掲載しています。掲載されていない情報に関してご要望がある場合は、申込フォームの要望欄へご記入ください。,11221,8,10652
3203611,載っている順番はどういう順番ですか,先生／教室の掲載順については、ピティナでの活躍度合を数値化し、それに基づいた順番にて掲載されています。,11224,8,4847
3203612,男,教室の一覧に性別が表示されていますので、そちらをご参照ください。,12359,8,10803
3203613,申込フォームを記入すれば、近くの教室をいくつか紹介してもらえるのですか？,"一度にお一人ずつ先生をご紹介致しますので、まずは第一希望の先生を決めてお申し込み下さい。

不明点や要望がありましたら、申込フォームの要望欄にご記入ください。",12361,8,10641
3203614,どうやったら教室を紹介してもらえますか？,"一度にお一人ずつ先生をご紹介致しますので、まずは第一希望の先生を決めてお申し込み下さい。

不明点や要望がありましたら、申込フォームの要望欄にご記入ください。",12362,8,10642
3203615,教室を紹介してもらう方法,"一度にお一人ずつ先生をご紹介致しますので、まずは第一希望の先生を決めてお申し込み下さい。

不明点や要望がありましたら、申込フォームの要望欄にご記入ください。",12364,8,10644
3203616,コンクールに積極的に参加している先生を教えてほしい,各教室の指標として、「指導者賞受賞」や「コンペ指導経験」などがありますので、そちらもあわせてご確認ください。,12365,8,5472
3203617,詳しお内容が知りたいのに記載してありません。どうしたら知ることができますか？,申込後のキャンセルもできますので、まずはお申込ください。申込フォーム内の要望欄に、質問をご記入いただけましたら、紹介スタッフの分かる範囲でお答えさせていただきます。,13598,8,7018
3203618,指導者賞とはなんですか,"指導者賞とは
http://www.piano.or.jp/teacher/award/regulations.html",13606,8,7027
3203619,レッスン場所はそれぞれのご自宅ですか？,レッスン場所は、先生によってご自宅の場合もあれば、別途レッスン室をお持ちのところもあります。,13714,8,7075
3203620,出張レッスンをお願できる先生を探していただけますか。,出張レッスンを希望できる教室・先生を探したい場合は、「絞り込み検索」の「レッスン形態」から、「出張レッスン」をチェックして検索してください。,16757,8,14055
3203621,短期集中レッスンはありますか,短期のレッスンも可能です。お教室の空き状況などにもよりますので、まずはお申込ください。申込フォーム内の要望欄には、短期レッスン希望の旨をご記入ください。,16758,8,14056
3203622,事務局のアドレスを教えてください,"ピティナ本部事務局へのお問合せ
https://www.piano.or.jp/enquete/",16788,8,14097
3203623,先生のお名前や詳しい所在地を把握した上で申し込みたいのですが、どうしたら教えて頂けますか？,個人情報保護法に基づき、先生ご本人の了解を頂いた上で、レッスンを希望される方のみにお伝えしています。,16789,8,14098
3203624,障害者対応,教室一覧において、「絞込検索」内に「指導可能な障がい」という欄がありますので、そちらで対応可能な教室をお探しください。,16790,8,14099
3203625,障害者を受け入れてくれるところ,教室一覧において、「絞込検索」内に「指導可能な障がい」という欄がありますので、そちらで対応可能な教室をお探しください。,16791,8,14100
3203626,発達障害児,教室一覧において、「絞込検索」内に「指導可能な障がい」という欄がありますので、そちらで対応可能な教室をお探しください。,16792,8,14101
3203627,大人の上級まで学びたい,教室一覧において、「絞込検索」内に「指導対象」という欄がありますので、そちらで対応可能な教室をお探しください。,16793,8,14102
3203628,週何回通っても良いのですか？,レッスンの頻度については、体験レッスンの際に、先生と直接ご相談ください。,16794,8,14103
3203629,adhd,教室一覧において、「絞込検索」内に「指導可能な障がい」という欄がありますので、そちらで対応可能な教室をお探しください。,17362,8,14729
3203630,教室の所在地,個人情報保護法に基づき、先生ご本人の了解を頂いた上で、レッスンを希望される方のみにお伝えしています。,17363,8,14730
3203631,自宅まで来てくれますか,出張レッスンを希望できる教室・先生を探したい場合は、「絞り込み検索」の「レッスン形態」から、「出張レッスン」をチェックして検索してください。,17368,8,14741
3203632,発達,申し訳ありません、今の私では回答できませんでした……別のご質問をいただけますか？,17371,8,""
3203633,土曜日もレッスンしてくれる先生を希望です,レッスン料金や曜日などの情報は、申告内容に沿って掲載しています。掲載されていない情報に関してご要望がある場合は、申込フォームの要望欄へご記入ください。,17372,8,""
3203634,複数の先生に会いたい,"一度にお一人ずつ先生をご紹介致しますので、まずは第一希望の先生を決めてお申し込み下さい。

不明点や要望がありましたら、申込フォームの要望欄にご記入ください。",17373,8,""
3203635,安いところ,レッスン料金や曜日などの情報は、申告内容に沿って掲載しています。掲載されていない情報に関してご要望がある場合は、申込フォームの要望欄へご記入ください。,17374,8,""
